Date,710FN3_Damper(%),Water_Mix1(m3-h),Water_Mix2(m3-h),Killn_Speed(rpm),TG_Zone1_Temp(deg),710FN1_Damper(%),730FN1_Damper(%),Grate_Feed(ton),OffGas(deg),WF5(t-h),WF6(t-h),Grate_Speed(rpm)
05-10-2020,41.28,3.38,3.26,1.58,229.23,46.02,36.01,12284.81,854,17.66,16.99,6.02
06-10-2020,45.12,3.37,3.21,1.61,234.67,46.86,36.56,12360.93,849.39,15.99,15.53,6.01
07-10-2020,33.84,2.67,2.45,1.58,197.62,38.43,29.48,9340.94,858.8,12.7,12.28,4.6
08-10-2020,44.85,3.1,2.73,1.64,221.11,48.29,36.1,12585.18,834.67,18.21,16.13,6.24
09-10-2020,44.92,2.87,2.46,1.64,223.12,48,38.58,13320.35,849.86,19.21,16.65,6.52
10-10-2020,45.7,3.28,2.91,1.64,218.88,49.94,38.63,13189.75,846.08,17.96,16.13,6.51
11-10-2020,44.33,3.21,2.85,1.64,207.87,53.32,38.91,13371.81,837.56,21.05,18.88,6.52
12-10-2020,45.19,3.12,2.84,1.64,216.3,51.87,37.35,13164.94,838.23,21.41,19.34,6.34
13-10-2020,32.12,3.17,3.27,1.62,214.09,37.1,29.29,9235.57,858.91,10.11,11.13,4.63
14-10-2020,45.84,3.23,3.26,1.64,220.41,49.25,36.77,12719.3,836.15,15.59,15.49,6.17
15-10-2020,44.63,2.86,2.82,1.64,214.08,54.97,37.61,12831.07,829.04,17.38,16.79,6.17
16-10-2020,45.8,3.08,3,1.64,219.7,54,36.75,13005.87,827.44,15.06,17.64,6.39
17-10-2020,19.57,1.02,1.01,1.55,181.44,21.08,17.6,4469.72,846.67,6.65,6.68,2.18
18-10-2020,36.94,2.9,2.85,1.63,191.92,44.91,32.3,10694.46,861.07,14.81,14.17,5.17
19-10-2020,41.7,3.1,2.98,1.63,212.95,50.79,34.88,11966.2,848.17,15.03,14.51,5.85
20-10-2020,32.4,3.06,3.4,1.56,189.13,36.65,28.91,9031.69,847.94,8.37,9.65,4.46
21-10-2020,0,0.02,0.01,0.82,28.2,0,5,1.88,758.95,0,0,0
22-10-2020,0,0,0,0.29,19.68,0,0.94,0,649.66,0,0,0
23-10-2020,0,0,14.92,0.5,19.46,0,0,0,656.95,0,0,0
24-10-2020,0,0.14,8.57,0.71,24.02,0,2.67,115.77,718.51,0,0,0.05
25-10-2020,24,1.49,1.64,1.41,171.62,30.19,21.18,5776.44,882.79,5.04,6.2,2.79
26-10-2020,36.93,3.34,3.53,1.56,219.76,43.83,30.67,10512.37,874.19,13.76,8.86,5.02
27-10-2020,39.95,4.35,4.37,1.62,220.28,48.81,33.38,11246.54,870.07,9.25,9.8,5.47
28-10-2020,41.31,4.39,4.24,1.64,224.35,46.75,34.4,11613.53,875.38,8.3,8.43,5.22
29-10-2020,48.08,4.77,4.82,1.64,226.85,53,37.1,12835.9,824.37,22.77,23.22,6.12
30-10-2020,45.92,4.78,5.18,1.64,223,50.84,37.31,12887.5,826.58,19.67,20.8,6.09
31-10-2020,47.26,4.21,4.36,1.64,235.24,51.37,37.15,12867.16,817.04,15.57,15.69,5.95
01-11-2020,38.84,3.99,4.08,1.64,217.88,44.68,32.48,10952.62,829.75,17.35,17.89,5.07
02-11-2020,43.92,4.86,4.85,1.64,220.11,55.53,37.3,13060.57,825.27,18.38,18.31,6.05
03-11-2020,47.37,4.46,4.35,1.64,224.35,54.38,37.06,13148.27,825.25,20.74,20.35,6.1
04-11-2020,47.01,4.22,4.27,1.64,222.78,50.13,37.26,13269.32,844.28,11.93,12.37,6.21
05-11-2020,45.67,4.5,4.44,1.64,211.53,50,36.89,13145.82,837.64,20.24,22.88,6.04
06-11-2020,46.53,5.09,5.39,1.64,210.07,51.16,37.24,12836.05,813.41,18.88,19.39,5.98
07-11-2020,42.25,4.99,5.45,1.64,218.22,54.41,37.16,12678.6,851.21,17.76,17.82,5.77
08-11-2020,47.22,5.29,5.54,1.64,218.04,50.02,36.95,13238.47,851.66,15.9,15.93,6.11
09-11-2020,15.66,1.24,1.13,1.56,141.51,17.63,13.99,3301.25,867.34,5.79,5.38,1.52
10-11-2020,16.73,1.93,1.85,1.53,126.81,23.38,17.56,4570.49,885.28,6.59,6.24,2.2
11-11-2020,15.44,1.9,1.59,1.51,144.21,21.47,17.01,4500.75,877.26,6.6,4.64,2.03
12-11-2020,42.3,4.89,4.9,1.64,200.63,58.45,37.19,13177.1,860.96,16.63,17.26,6.21
13-11-2020,43.66,4.94,5.06,1.64,196.93,55.15,36.55,13183.47,830.97,23.33,23.57,6.15
14-11-2020,44.69,5.21,5.5,1.64,216.31,44.01,35.14,12945.44,844.21,22.01,22.16,6.28
15-11-2020,50,5.51,6.21,1.64,225.48,34.96,35.42,13270.3,828.54,19.59,19.54,6.59
16-11-2020,48.32,5.96,6.44,1.66,220.76,35.02,35.68,13179.34,833.1,18.69,18.69,6.57
17-11-2020,47.1,5.27,6.89,1.68,207.75,35.73,36.09,13378.97,823.87,18.04,23.71,6.52
18-11-2020,43.51,5.14,5.27,1.66,219.82,23.95,35.1,12677.53,833.1,7.84,8.57,6.1
19-11-2020,42.11,4.6,4.53,1.66,222.78,24.9,34.41,12540.87,821.81,20.83,19.94,5.95
20-11-2020,45.15,4.25,4.22,1.65,232.05,24.36,32.94,12008.46,828.45,19.51,18.93,5.87
21-11-2020,0,0.04,0,0.54,31.02,0,4.23,41.7,784.09,0,0,0.01
22-11-2020,0.01,0.04,0,0.68,18.89,0,0.88,67.99,836.45,0,0,0.03
23-11-2020,24.22,2.43,2.21,1.25,136.95,36.43,20.31,6847.01,894.64,2.23,2.31,3.31
24-11-2020,48.2,2.97,3.13,1.63,238.51,53.85,34.87,12846.76,886.39,18.18,19.02,6.03
25-11-2020,50.79,3.4,3.76,1.62,235.51,51.21,34.77,13003.55,866.38,17.9,20.23,6.24
26-11-2020,47.35,4.34,4.43,1.64,223.71,54.01,35.76,13121.02,848.44,20.48,20.94,6.45
27-11-2020,50.44,4.71,4.71,1.65,233.7,51.67,35.16,13090.87,827.15,17.75,17.66,6.47
28-11-2020,48.3,4.42,4.49,1.66,221.84,50.56,35.65,12950.59,810.12,20.06,20.28,6.38
29-11-2020,45.14,4.54,4.61,1.66,210.87,55,35.3,12686.13,822.14,23.01,23.09,6.31
30-11-2020,24.14,2,1.91,1.57,177.73,33.37,19.2,6122.19,848.51,5.95,5.35,2.97
01-12-2020,45.71,4.32,4.86,1.65,232.85,47.4,34.22,12460.07,838.93,16.06,16.61,6.22
02-12-2020,48.22,3.89,3.84,1.64,221.65,51.56,35.81,13290.55,817.57,19.48,19.25,6.68
03-12-2020,47.56,3.66,3.68,1.65,221.8,50.03,36.59,13297.72,820.4,17.82,17.89,6.6
04-12-2020,47.58,4.19,4.5,1.66,214.74,47.35,35.67,12851.38,811.49,17.37,13.69,6.33
05-12-2020,46.49,3.84,3.9,1.66,220.96,54.99,36.83,13363.56,812.28,17.9,16.94,6.48
06-12-2020,43.15,4.11,4.22,1.65,208.46,48.71,33.49,11956.78,807.83,14.77,12.73,5.91
07-12-2020,37.56,3.88,3.82,1.64,215.67,48.77,32.91,11627.68,822.06,14.84,14.83,5.78
08-12-2020,46.24,4.35,4.37,1.64,204.22,53.09,35.42,13437.98,785.87,17.77,21.74,6.74
09-12-2020,45.08,3.59,3.58,1.64,216.47,51.89,34.63,13519.3,787.18,15.86,18.6,6.71
10-12-2020,45.95,2.74,2.72,1.64,210.57,55.16,36.19,13629.7,830.16,18.81,19.89,6.52
11-12-2020,46.08,3.73,3.61,1.64,199.55,54.28,35.38,12969.4,818.85,20.62,20.04,6.1
12-12-2020,46.22,3.49,3.48,1.66,206.92,58.53,36.17,13228.48,773.96,22.62,22.77,6.36
13-12-2020,42.32,2.94,2.94,1.67,207.73,53.78,35.44,13254.84,809.86,21.51,19.06,6.28
14-12-2020,46.1,4.14,4.23,1.69,207.65,55.27,36.14,13252.01,794.12,17.84,16.45,6.55
15-12-2020,42.3,3.66,3.58,1.68,220.39,50.35,35.2,12686.62,811.28,11.56,11.05,6.29
16-12-2020,48.2,2.92,2.91,1.68,227.45,52.23,35.6,13174.78,798.94,21.83,22.21,6.59
17-12-2020,42.02,2.63,2.61,1.66,222.62,46.51,32.49,11742.23,780.15,17.41,17.46,5.87
18-12-2020,11.96,0.34,0.33,1.52,97.87,15.28,9.64,1640.63,848.25,1.77,2.26,0.75
19-12-2020,46.1,2.04,2.05,1.66,208.67,53.21,34.96,12361.72,662.93,13.32,12.67,6.21
20-12-2020,45.17,2.68,2.66,1.69,210.9,53.15,34.82,12636.08,695.84,15.64,15.88,6.2
21-12-2020,47.6,1.85,1.97,1.71,204.62,55.86,35.88,12987.23,640.79,24.75,26.41,6.34
22-12-2020,44.76,3.16,3.14,1.75,194.54,56.54,35.01,13251.76,627.11,29.87,29.94,6.58
23-12-2020,46.71,3.28,3.28,1.76,200.53,59.16,35.5,12963.83,625.75,30.22,29.9,6.45
24-12-2020,45.46,3.22,3.13,1.76,202.91,54.68,35.1,12762.43,713.3,29.02,28.39,6.23
25-12-2020,42.22,2.69,2.65,1.74,202.67,53.06,33.73,12101.38,791.3,22.33,22.01,6.01
26-12-2020,44.54,2.87,2.79,1.72,198.49,55.38,33.01,12786.49,720.39,26.27,25.32,6.06
27-12-2020,10.55,0.55,0.46,1.17,98.42,10.22,9.84,1400.52,771.3,2.87,1.93,0.71
28-12-2020,44.08,3.99,3.9,1.66,203.91,52.19,35.21,12264.63,829.56,15.22,15.01,6.17
29-12-2020,44.61,3.88,3.91,1.65,202.64,50.4,36.9,12915.45,841.64,26.14,26.31,6.59
30-12-2020,44.41,3.7,3.71,1.64,207.86,55.66,36.5,12916.72,865.85,27.97,27.49,6.47
31-12-2020,42.06,3.73,3.76,1.64,210.83,54.98,36.55,13077.04,874.16,21.2,21.4,6.47
01-01-2021,41.9,2.85,2.86,1.64,223.94,52.03,33.44,11850.3,871.43,22.17,22.13,6.08
02-01-2021,43.21,2.71,2.75,1.64,220.96,51.05,36.08,12813.57,881.86,22.29,20.5,6.48
03-01-2021,46.09,3.23,3.23,1.64,225.91,52.58,35.7,13101.68,863.43,21.18,21.27,6.48
04-01-2021,47.04,2.91,2.9,1.64,227.95,51.38,35.81,13050.68,839.56,22.64,22.75,6.53
05-01-2021,46.34,3.63,3.58,1.65,217.68,52.15,36.73,13047.74,836.91,23.81,23.66,6.47
06-01-2021,49.71,3.54,3.52,1.64,211.16,52,36.41,13311.68,844.59,24.54,24.62,6.39
07-01-2021,48.39,3.42,3.41,1.64,223.32,56.66,36.17,13202.05,861.57,22.76,22.84,6.58
08-01-2021,46.73,3.3,3.29,1.64,222.54,51.32,36.2,13208.88,850.22,21.39,21.47,6.6
09-01-2021,46.71,3.6,3.57,1.64,218.49,50,37.12,13321.24,856.36,25.57,25.42,6.63
10-01-2021,37.55,3.29,2.51,1.64,207.33,45.46,31.72,10438.5,879.94,16.59,17.22,5.21
11-01-2021,46.67,3.92,3.76,1.64,223.08,53.42,36.2,13104.32,851.68,23.09,22.5,6.53
12-01-2021,47.59,3.97,3.88,1.65,233.48,55.32,36.11,13201.05,854.78,17.99,20.08,6.62
13-01-2021,47.45,4.55,4.71,1.66,224.97,55.26,36.35,12917.32,851.21,13.22,12.73,6.5
14-01-2021,47.42,4.38,4.38,1.66,222.73,59.35,36.5,13189.17,859.9,11.45,12.32,6.37
15-01-2021,42.72,3.82,3.81,1.64,222.46,53.99,35.9,12365.06,857.59,7.18,7.34,6.37
16-01-2021,44.93,4.57,4.52,1.64,210.71,54.48,36.81,13120.82,846.22,14.36,16.66,6.52
17-01-2021,44.37,4.49,4.46,1.64,217.75,57.33,37,13102.96,863.91,23.09,22.48,6.45
18-01-2021,43.9,4.66,4.67,1.64,222.08,62.15,36.42,12695.68,856.69,22.45,22.08,6.32
19-01-2021,37.37,3.88,3.83,1.63,208.17,49.67,30.91,10616.92,874.51,20.39,20.15,5.28
20-01-2021,45.76,4.89,4.79,1.64,226.03,57.39,37,12974.49,846.99,18.43,20.34,6.55
21-01-2021,45.76,4.93,5.38,1.64,217.77,54.86,36.24,12764.81,845.08,18.02,18.52,6.44
22-01-2021,46.42,4.7,5.03,1.64,223.27,55.44,36.55,12939.43,842.23,21.99,20.99,6.55
23-01-2021,44.71,4.54,5.14,1.62,221.9,51.09,36.34,12929.89,842.25,17.05,17.71,6.46
24-01-2021,48.91,4.49,4.61,1.6,227.82,54.8,36.91,13083,828.82,9.02,9.17,6.46
25-01-2021,44.46,4.18,4.62,1.59,243.58,48.15,35.02,12371.99,847.23,12.73,6.67,6.15
26-01-2021,41.62,4.43,4.72,1.59,241.94,49.36,33.22,11435.28,858.24,10.58,10.66,5.91
27-01-2021,42.68,4.45,5.53,1.58,236.47,52.52,33.31,11722.13,856.08,17.3,19.19,6.11
28-01-2021,41.87,3.59,3.94,1.58,233.58,44.78,31.63,10869.37,871.13,21.53,22.37,5.51
29-01-2021,45.99,4.38,5.91,1.58,227.41,51.52,35.86,12730.55,874.76,19.63,19.97,6.44
30-01-2021,44.71,4.23,6.17,1.59,210.57,52.76,36.17,12851.7,872.07,25.67,24.59,6.45
31-01-2021,42.46,3.97,6.54,1.6,224.43,52.2,35.4,12967.58,869.84,23.98,23.62,6.49
01-02-2021,44.94,3.76,7.39,1.6,223.39,50.78,36.03,12972.7,864.22,20.19,27.98,6.47
02-02-2021,43.29,4.24,5.74,1.6,220.73,48.48,33.8,12088.57,866.07,19.31,21.82,6.11
03-02-2021,46.74,4.75,6.44,1.6,218.17,55.06,37,13227.13,852.85,16.88,20.91,6.63
04-02-2021,47.12,4.97,6.07,1.6,224.53,56.66,35.48,12916.6,856.89,23.85,26.35,6.37
05-02-2021,43.94,5.01,6.66,1.59,219.81,52.97,36.35,13038.5,859.65,20.6,22.83,6.66
06-02-2021,45.56,4.87,7.11,1.58,220.65,52.79,36.02,12889.57,859.86,23.53,26.64,6.58
07-02-2021,42.28,4.52,5.55,1.58,218.4,54.11,34.42,12328.5,862.64,20.49,23.82,6.23
08-02-2021,29.06,3.09,4.08,1.54,202.74,39.28,25.74,8155.83,865.18,12.45,14.64,4
09-02-2021,45.96,4.85,7.12,1.58,217.56,57.21,36.72,13031.07,866.92,20.96,25.34,6.54
10-02-2021,42.41,4.57,6.03,1.57,218.88,54.03,33.97,12193.9,888.25,21.11,23.08,6.07
11-02-2021,46.23,4.89,6.69,1.58,226.97,59.58,36.57,13127.73,886.53,20.31,23.93,6.66
12-02-2021,46.43,4.87,5.96,1.58,236.4,53.31,35.95,12880.77,866.07,17.99,22.82,6.54
13-02-2021,47.91,5.01,5.9,1.59,229.18,54.89,36.22,13114.83,863.67,12.82,19.11,6.57
14-02-2021,43.08,4.6,5.3,1.6,224.95,54.95,33.03,11955.07,870.13,20.24,22.37,6.03
15-02-2021,47.81,4.75,5.17,1.6,225.04,58.56,35.98,13252.3,884.82,23.37,25.39,6.65
16-02-2021,42.64,3.98,4.25,1.61,222.56,52.81,34.13,12254.8,874.26,21.5,23.04,6.12
17-02-2021,46,4.73,4.98,1.62,224.04,51.18,36.98,13199.73,883,15.13,16.31,6.56
18-02-2021,45.4,4.16,4.55,1.62,219.18,56,37.95,13498.87,886.72,18.12,19.83,6.69
19-02-2021,45.68,3.77,3.84,1.61,225.74,54.89,36.7,13106.03,874.27,19.81,20.35,6.56
20-02-2021,44.37,3.49,3.94,1.6,225.41,51.65,35.43,12835.1,861.01,17.49,16.29,6.28
21-02-2021,6.2,0.24,0.25,1.11,60.31,5.89,6.34,791.4,828.64,1.35,0.85,0.44
22-02-2021,40.56,3.5,3.18,1.54,233.02,49.35,31.06,11166.77,866.85,12.19,10.75,5.67
23-02-2021,45.83,4.31,4.56,1.59,225.92,57.41,36.39,13132.33,883,18.41,19.51,6.45
24-02-2021,44.64,5.71,5.74,1.6,221.94,57.16,36.26,13195.27,857.35,7.72,7.95,6.55
25-02-2021,44.27,4.64,4.66,1.6,211.99,53.67,36.04,12594.5,881.58,14.42,14.54,6.37
26-02-2021,20.14,1.93,1.69,1.36,139.12,25.1,17.52,4792.5,865.87,8.11,6.24,2.34
27-02-2021,43.13,3.53,3.46,1.6,214.51,60.03,36.84,13295.73,893.4,20.82,21.17,6.64
28-02-2021,45.73,3.28,3.31,1.56,231.37,63.64,37.42,13589.8,951.49,15.28,15.75,6.52
01-03-2021,42.3,2.18,2.2,1.57,233.47,51.27,33.73,11855.37,908.43,18.49,18.76,5.72
02-03-2021,46.95,2.55,2.48,1.55,239.37,52.23,37.21,13513.73,885.26,17.37,18.28,6.51
03-03-2021,39.13,1.98,1.9,1.42,224.8,47.22,31.74,11326.77,865.71,15.38,16.59,5.47
04-03-2021,46.49,2.56,2.53,1.55,228.33,54.58,36.45,13535.53,887.69,12.61,15.88,6.53
05-03-2021,45.35,2.21,2.2,1.55,218.71,53.54,36.63,13587.9,902.37,14.25,15.84,6.47
06-03-2021,44.07,3.14,3.12,1.55,222.03,56.49,37.11,13921.27,905.94,12.55,15.82,6.54
07-03-2021,44.29,3.4,3.32,1.55,231.86,50.4,37.54,13295.43,922.54,7.93,12.76,6.51
08-03-2021,44.34,2.96,3.02,1.54,225.72,50.68,36.65,13164.67,927,7.49,7.6,6.21
09-03-2021,43.79,3.21,3.04,1.55,227.73,52.67,35.49,12936.7,941.88,3.81,12.08,6.14
10-03-2021,45.74,3.72,3.84,1.55,216.87,60.37,38.11,13949.43,914.02,7.73,9.46,6.69
11-03-2021,47,3.36,3.5,1.55,222.77,60.3,38.73,13967.37,923.49,12.85,13.32,6.7
12-03-2021,46.36,3.42,3.49,1.55,215.16,62.71,36.97,13716.7,922.04,15.83,16.72,6.48
13-03-2021,43.09,3.39,3.39,1.55,212.17,57.98,37.37,13708.1,906.79,13.15,15.26,6.49
14-03-2021,0.02,0.69,0.53,0.38,28.57,0.11,2.9,15.53,528.15,0,0,0.12
15-03-2021,0,0.01,0,0,13.74,0,0,0,452.39,0,0,0
16-03-2021,0,0.08,0.03,0,18.46,0,0,-0.9,452.79,0,0,0.02
17-03-2021,6.66,0.41,0.79,0.41,54.33,11.85,3.71,1364.67,687.81,0.77,0.84,0.64
18-03-2021,43.19,4.32,4.29,1.54,207.23,56.05,35.41,13102.2,918.44,1.43,1.44,6.37
19-03-2021,43.69,4.18,4.21,1.55,210.46,54.71,36.25,13585.3,935.43,10.7,9.8,6.43
20-03-2021,47,4.08,4.14,1.55,208.55,54,37.35,13553.33,929.53,22.19,20.71,6.75
21-03-2021,36.33,2.98,3.01,1.55,186.38,50.47,31.53,11354.4,919.71,15.1,14.73,5.37
22-03-2021,42.36,3.57,3.65,1.57,213.76,55.29,35.11,13089.33,926.74,24.07,24.42,6.21
23-03-2021,44.72,4.56,4.59,1.57,210.19,59.22,37.2,13920.77,934.46,21.26,21.43,6.56
24-03-2021,44.92,4.34,4.33,1.56,212.44,57,37.19,13779.8,932.19,18.99,18.96,6.56
25-03-2021,46,4.31,4.31,1.56,211.39,58,36.94,14013.63,923.35,19.04,19.06,6.7
26-03-2021,45.95,4.05,4.06,1.56,210.69,58,37.58,14107,924.77,19.23,19.3,6.65
27-03-2021,45.63,4.3,4.3,1.56,210.83,57.38,37.21,13773.7,927.26,19.45,19.45,6.48
28-03-2021,44.25,3.04,3.05,1.54,215.59,56.9,37.02,13731.67,930.02,13.94,14.3,6.48
29-03-2021,33.93,2.7,2.68,1.43,202.03,46.53,31.77,10948.6,913.4,1.9,1.9,5.02
30-03-2021,3.63,0.22,0.13,0.91,64.23,10.97,13.42,689.03,817.66,1.07,0.62,0.28
31-03-2021,41.27,4.87,4.83,1.51,209.43,58.23,36.5,13388.37,887.83,16.12,15.95,6.2
01-04-2021,45.36,5.04,5.09,1.55,232.41,56.41,37.14,13464.03,857.19,19.09,19.21,6.35
02-04-2021,40.82,4.68,4.82,1.54,220.48,50.75,34.91,11810,870.5,17.39,17.57,5.72
03-04-2021,20.52,2,2.03,1.32,143.48,29.51,18.94,5616.6,858.73,8,8.13,2.8
04-04-2021,42.55,4.02,4.04,1.45,201.84,54.76,34.12,12554.6,868.8,18.64,17.36,5.89
05-04-2021,16.21,1.59,1.6,1.15,116.18,23.43,15.25,4588.8,816.66,7.25,7.27,2.09
06-04-2021,0,0.01,0,0.88,27.11,3.4,1.99,0,780.54,0,0,0
07-04-2021,0,0.16,0,0.9,24.36,5.32,3.24,104.5,777.44,0.57,0,0.04
08-04-2021,25.69,3.32,3.17,1.2,134.07,37.26,19.8,6474.87,885.31,5.4,5.5,3.09
09-04-2021,45.17,5.04,5.07,1.53,217.41,57.09,35.68,13086.9,860.79,13.17,13.77,6.34
10-04-2021,44.28,4.67,4.69,1.48,212.55,60.16,36.15,13354.73,845.59,17.04,17.12,6.43
11-04-2021,41.34,3.26,3.29,1.48,215.12,59.85,36.06,13134.3,872.31,18.64,18.72,6.17
12-04-2021,45.4,3.44,3.46,1.48,201.84,63.82,37.68,13651.97,877.18,15.43,15.73,6.43
13-04-2021,45.18,3.23,3.28,1.5,214.59,55.8,32.61,12059.5,870.59,17.33,17.56,5.66
14-04-2021,40.04,3.84,3.89,1.39,204.34,55.26,32.02,11483.1,870.82,17.21,17.39,5.7
15-04-2021,44.03,3.9,3.92,1.49,210.77,63.07,36.13,13054.4,873.81,19.62,19.97,6.5
16-04-2021,44.19,3.72,3.73,1.48,212.22,68.11,36.56,13018.3,858.63,24.26,24.46,6.25
17-04-2021,42.25,4.12,4.18,1.48,206.77,58.57,34.33,12126.3,870.46,17.81,18.61,6.03
18-04-2021,44.03,3.63,3.75,1.47,222.61,59.59,34.27,11989.9,854,22.35,22.31,6.09
19-04-2021,14.27,0.97,0.84,1.07,118.83,13.97,12.08,2852.83,829.38,4.58,4.26,1.34
20-04-2021,15.78,1.89,1.52,1.07,100.6,23.38,14.89,4178.47,865.48,4.51,4.49,1.95
21-04-2021,46.69,5.24,4.53,1.48,204.11,59.03,36.59,13348.5,835.26,22.52,22.24,6.3
22-04-2021,45.66,5.37,4.48,1.48,210.02,58.92,36.3,13230.73,835.77,24.72,24.42,6.33
23-04-2021,37.61,4.34,3.63,1.47,208.6,51.47,31.62,11028.17,823.58,18.48,18.15,5.39
24-04-2021,40.14,5.04,3.99,1.48,206.11,56.13,34.55,12258.6,855.96,15.29,15.19,5.91
25-04-2021,46.57,6.26,4.19,1.48,210.62,57.93,35.77,13316.03,851.12,21.31,18.41,6.52
26-04-2021,45.2,5.39,5.05,1.48,210.09,55.67,35.17,12986.07,826.41,28.2,26.91,6.31
27-04-2021,39.17,5.5,5.53,1.48,204.99,64.39,35.39,13231.73,838.4,17.66,18.9,6.43
28-04-2021,36.3,4.55,4.61,1.35,208.73,52.92,34,11442,856.65,12.63,13.92,5.65
29-04-2021,45.07,5.58,5.54,1.51,208.22,57.39,36.13,12987,825.93,6.37,6.44,6.3
30-04-2021,42.07,5.33,5.35,1.5,207.05,56.01,35.12,12431.57,824.36,21.44,21.53,6.01
01-05-2021,35.36,5.19,5.26,1.52,199.95,50.82,31.22,10934.2,823.4,11.76,14.31,5.34
02-05-2021,44.92,6.34,6.39,1.58,204.29,63.35,35.91,12820.53,795.78,19.82,20.1,6.75
03-05-2021,45.34,5.4,5.41,1.58,210.45,65.22,35.89,12792.87,826.54,18.3,18.46,6.78
04-05-2021,41.47,4.79,4.78,1.58,215.87,57.79,34.8,12253.23,858.37,16.17,16.26,6.27
05-05-2021,41.62,5.42,5.38,1.56,203.53,62.93,35.67,13171.7,846.08,23.98,23.88,6.54
06-05-2021,43.79,5.84,5.83,1.55,206.08,63.49,36.15,13116.57,859.13,26.69,27.01,6.63
07-05-2021,47,6.01,5.95,1.55,207.4,64.77,36.72,13434.6,858.25,23.11,24.31,6.81
08-05-2021,42.89,4.28,4.43,1.55,211.16,64.37,37.1,13199.53,844.42,20.32,20.64,6.72
09-05-2021,40.09,4.67,4.65,1.53,200.28,63.98,37.11,13401.9,847.99,22.75,22.77,6.67
10-05-2021,43.33,4.7,4.68,1.55,207.84,62.56,37.07,13081,853.44,20.19,20.19,6.55
11-05-2021,43.23,4.75,4.74,1.55,214,63.64,37.07,13303.1,840.03,24.87,24.98,6.73
12-05-2021,42.19,4.88,4.94,1.55,215.15,66.72,37.26,13257.8,844.97,20.27,20.83,6.75
13-05-2021,32.47,4,4.03,1.52,197.38,51.59,30.12,10226.37,847.82,17.34,17.41,5.15
14-05-2021,39.46,4.79,4.82,1.55,199.21,60.38,36.53,12846.23,854.05,20.46,20.55,6.46
15-05-2021,38.27,3.76,3.72,1.55,198.99,57.66,36.04,12215.3,849.92,20.81,20.58,6
16-05-2021,39.93,4.21,4.23,1.55,206.62,61.95,37.44,13164.6,846.42,23.04,23.1,6.58
17-05-2021,41.24,4.62,4.7,1.55,205.22,62.45,37.39,13436.8,856.58,23.97,24.3,6.71
18-05-2021,41.8,4.68,4.71,1.55,208.77,60.31,38.09,13367.17,860.49,15.03,15.11,6.7
19-05-2021,42.25,5.11,5.13,1.55,213.57,58.86,37.79,13019.4,847.84,13.6,14.56,6.6
20-05-2021,36.67,3.68,3.71,1.55,205.4,57.04,34.4,11991.5,844.95,10.97,10.54,5.95
21-05-2021,36.05,3.61,3.65,1.55,201.87,57.53,33.56,11861.9,854.9,17.93,18.04,5.86
22-05-2021,41.57,4.06,4.13,1.56,210.94,62.61,37.2,13228.93,850.76,18.49,20.96,6.67
23-05-2021,37.38,4.11,4.07,1.56,202.39,57.9,35.89,12391.5,869.81,8.37,13.65,6.15
24-05-2021,41.92,4.54,4.53,1.56,207.33,61.3,38.17,13389.6,864.23,8.33,11.37,6.55
25-05-2021,37.29,3.89,3.96,1.52,208.47,54.13,34.3,11601.77,872.65,11.88,10.08,5.87
26-05-2021,35.53,7.14,6.18,1.5,215.5,50.54,33.45,10848.23,876.07,10.91,11.38,5.63
27-05-2021,41.13,6.64,6.4,1.5,204.78,59.47,37.28,13147.4,840.58,6.77,10.69,6.58
28-05-2021,8.31,1.53,1.37,0.73,107.42,12.24,12.5,2239.4,661.95,2.33,2.39,2.12
29-05-2021,0,0,0,0,33.75,0.06,0,0,243.37,0,0,0.07
30-05-2021,0,0,0,0,34.62,0,0,0,22541.81,0,0,0
31-05-2021,0,0,0,0,34.88,0,0,0,,0,0,0.01
01-06-2021,0,0,0,0,35.47,0,0,0,,0,0,0.01
02-06-2021,0,0,0,0,35.69,0,0,0,,0,0,0.01
03-06-2021,0,0,0,0,37.07,0,0,0,,0,0,0.01
04-06-2021,0,0,0,0,37.86,0,0,0,,0,0,0
05-06-2021,0,0,0,0,36.94,0,0,0,,0,0,0.03
06-06-2021,0,0,0,0,37.67,0,0,0,,0,0,0.02
07-06-2021,0,0,0,0,36.98,0,0,0,,0,0,0
08-06-2021,0,0,0,0,33.96,0,0,0,,0,0,0
09-06-2021,0,0,0,0,34.96,0,0,0,,0,0,0
10-06-2021,0,0.05,14.37,0,36.16,0,0,0,,0,0,0
11-06-2021,0,0.05,10.95,0,35.68,0,0,0.9,,0,0,0
12-06-2021,0,0.06,3.68,0,37.05,0,0,0,,0,0,0
13-06-2021,0,0.02,1.59,0,38.51,0,0,0,,0,0,0
14-06-2021,0,0.02,1.6,0,36.09,0,0,0,,0,0,0
15-06-2021,0,0.01,1.9,0,35.29,0,55.38,0,,0,0,0
16-06-2021,0,0.01,0.44,0,35.08,0,100,0,,0,0,0
17-06-2021,0,0,0,0,34.71,0,100,2.97,,0,0,0
18-06-2021,0,0,26.48,0,34.76,0,100,0,,0,0,0
19-06-2021,0,0,30,0,33.63,0.07,100,0.8,,0.01,0.01,0
20-06-2021,0,0,30,0,32.98,0,100,45.3,,0,0,-0.01
21-06-2021,0,0,30,0,34.73,0,100,295.3,,0,0,-0.01
