Date,710FN3_Damper(%),Water_Mix1(m3-h),Water_Mix2(m3-h),Killn_Speed(rpm),TG_Zone1_Temp(deg),710FN1_Damper(%),730FN1_Damper(%),Grate_Feed(ton),OffGas(deg),WF5(t-h),WF6(t-h),Grate_Speed(rpm)
22-03-2019,34.56,3.77,2.85,1.72,215.62,51,32.5,12383.61,827.97,14.54,19.03,6.2
23-03-2019,34.01,5.68,2.77,1.72,218.05,51.98,31.96,12413.71,847.22,17.42,16.49,5.98
24-03-2019,28.01,5.07,3.07,1.72,227.96,46.9,31.49,12277.02,844.5,17.58,18.08,5.98
25-03-2019,26.59,3.48,3.28,1.71,218.19,39.3,26.14,9942.13,834.06,10.72,11.61,4.72
26-03-2019,34.39,4.49,4.48,1.72,223.18,48.12,32.16,12960.56,805.14,17.68,17.76,6.13
27-03-2019,31.53,3.69,3.68,1.72,230.06,43.85,30.43,11750.39,840.66,11.45,11.58,5.49
28-03-2019,38.36,3.44,3.23,1.72,232.53,46.31,31.87,12608.12,844.28,18.81,17.56,5.77
29-03-2019,34.2,4.1,3.98,1.72,229.33,49.28,32.55,13349.91,815.68,17.7,21.29,6.06
30-03-2019,38.57,3.91,3.88,1.72,233.36,51.58,32.64,13318.52,810.32,18.51,18.55,6.04
31-03-2019,37,3.26,3.25,1.72,236.07,50,32.43,13130.03,819.98,18.45,18.51,5.99
01-04-2019,36.07,3.67,3.85,1.72,236.41,48.33,32.19,12756.55,815.3,18.72,20,6.02
02-04-2019,33.11,2.83,2.98,1.72,245.82,47.83,32.5,12812.5,828.08,17.14,18.36,5.91
03-04-2019,33.25,2.39,2.42,1.72,237.34,48,32.33,12841.49,818.18,19.95,20.06,5.93
04-04-2019,36.87,2.09,2.13,1.72,240.93,48,32.3,12940.89,801.47,20.25,17.25,5.92
05-04-2019,33.09,1.72,1.98,1.72,228.2,48,32.39,13043.02,789.33,16.29,18.89,5.88
06-04-2019,31.35,1.92,2.12,1.72,222.06,48,32.75,13149.89,791.81,18.31,19.59,5.96
07-04-2019,23.4,1.41,1.43,1.57,182.45,31.38,24.27,8711.55,776.22,11.44,12.32,4.06
08-04-2019,0,0.01,0,1,30.32,0,3,0,657.59,0,0,0.14
09-04-2019,8.98,0.28,0.38,0.97,60,8.09,5.02,1140.83,705.18,0.04,0.01,0.63
10-04-2019,33.39,2.04,2.34,1.66,233.53,50.76,31.83,11871.28,823.43,8.6,10.58,5.62
11-04-2019,34.78,1.59,1.78,1.72,226.87,48.03,32.04,12701.75,827.74,21.43,23.46,5.94
12-04-2019,34.24,1.13,1.17,1.72,227.68,47.85,32.35,13011.05,813.27,18.76,19.17,5.89
13-04-2019,32.92,1.51,1.68,1.72,220.56,44.58,31.07,12010.12,825.97,11.2,11.44,5.42
14-04-2019,37.08,1.91,1.96,1.72,232.43,48,32.14,12715.95,797.79,19.81,20.49,5.91
15-04-2019,36.03,2.3,2.39,1.72,223.35,42.79,32.41,12716.25,796.16,21.68,20.33,5.76
16-04-2019,33.78,2.09,2.22,1.72,232.27,49.65,33.14,12796.92,808.51,19.96,14.28,6.08
17-04-2019,34.93,2.01,2.18,1.72,233.39,50,33.02,13220.98,817.94,17.96,19.07,6.05
18-04-2019,32.85,2.4,2.61,1.72,230.26,46.02,30.43,11888.48,841.8,20.79,14.06,5.47
19-04-2019,36.17,2.68,2.64,1.72,218.24,49.37,32.88,13276.64,812.35,19.13,22.48,5.96
20-04-2019,36.16,2.32,2.34,1.72,226.27,49.62,32.64,13148.7,816.9,18.67,18.82,5.97
21-04-2019,36.56,2.13,2.07,1.72,232.17,49.37,32.48,12980.1,828.96,14.8,15.95,5.94
22-04-2019,34.24,2.55,2.53,1.72,228.58,46.29,31.37,12560.48,832.54,16.82,16.44,5.6
23-04-2019,36.47,1.72,1.72,1.74,217.65,47.15,32.96,13287.91,803.9,16.93,16.98,5.94
24-04-2019,35.18,1.18,1.19,1.74,229.1,48.42,32.28,12772.16,813.3,18.02,18.6,5.9
25-04-2019,32.7,1.93,1.9,1.74,219.99,46.1,32.73,12805.53,804.56,15.04,17.66,5.87
26-04-2019,35.34,1.72,1.84,1.74,218.2,48.44,32.97,13045.21,815.11,21.14,23.95,5.9
27-04-2019,35.86,1.85,1.83,1.74,222.6,48.47,33.05,13087.62,809.54,20.47,21.33,5.86
28-04-2019,35,2.15,2.39,1.73,232.41,48,33.5,13029.89,846.86,16.82,18.88,5.84
29-04-2019,37.12,2.24,2.77,1.7,243.16,47.89,32.05,12377.88,853.3,16.88,21.23,5.56
30-04-2019,36.39,2.94,3.02,1.7,238.1,47.17,33.28,12600.77,845.17,16.39,17.03,5.85
01-05-2019,35.2,2.38,2.27,1.7,224.19,48.8,33.19,12705.83,852.37,21.51,20.34,5.86
02-05-2019,33.56,2.32,2.27,1.7,234,54.55,32.56,12471.88,848.1,18.18,16.88,5.67
03-05-2019,35.01,3,2.93,1.7,225.02,50.87,32.71,12775.66,833.72,23.78,19.89,5.85
04-05-2019,34.85,2.8,2.76,1.72,226.9,48.49,33.14,12545.74,843.6,17.96,18.59,5.82
05-05-2019,29.6,2.53,2.01,1.66,244.35,43.64,29.21,10817.52,853.8,21.83,13.72,5.19
06-05-2019,30.24,1.88,1.65,1.7,240.4,52.08,32.6,12114.67,869.37,17.99,15.58,5.49
07-05-2019,33.3,1.83,1.81,1.7,235.6,52.67,31.96,11764.26,869.46,18.98,18.46,5.32
08-05-2019,35.1,2.12,2.17,1.7,234.74,49.26,33.21,12107.3,870.9,9.49,13.05,5.5
09-05-2019,36.38,2.42,2.78,1.7,224.46,48.69,33.26,12691.75,850.54,18.11,21.34,5.76
10-05-2019,32.77,1.72,1.85,1.69,233.02,51.14,32.7,12432.42,852.32,15.96,18.39,5.76
11-05-2019,31.38,2.2,2.05,1.7,236.89,49.78,32.25,12103.18,869.64,20.62,22.3,5.68
12-05-2019,33.34,2.76,2.75,1.68,242.1,48.75,32.1,11159.89,864.28,14.2,14.57,5.43
13-05-2019,36.32,3.32,3.34,1.69,229.7,48.5,33.58,12239.41,853.84,19.74,19.83,5.78
14-05-2019,35.05,2.92,3.11,1.7,226.64,47.24,32.82,12137.05,848.63,13.66,14.46,5.62
15-05-2019,36.27,1.97,2.24,1.7,244.5,46.75,32.54,11813.38,854.06,19.53,22.53,5.56
16-05-2019,34.18,2.58,2.69,1.7,241.19,52.68,33.16,11936.7,846.19,21.18,22.11,5.53
17-05-2019,36.94,3.23,3.56,1.69,237.69,48,32.61,11860.81,839.41,18.86,21.24,5.63
18-05-2019,32.48,3.11,3.15,1.68,226.5,45.68,33.1,12102.7,846.83,14.16,12.7,5.65
19-05-2019,34.59,3.76,3.93,1.69,211.61,53.1,33.06,12515.38,821.37,21.06,21.65,5.66
20-05-2019,35.54,3.76,3.83,1.7,209.1,50.18,33.92,12756.15,839.54,10.7,10.26,5.86
21-05-2019,33.91,2.15,2.14,1.7,209.73,49.13,34.01,12302.71,844.84,24.39,24.23,5.77
22-05-2019,35.64,1.5,1.51,1.7,217.91,49.29,33.94,12778.93,853.94,12.3,11.66,5.75
23-05-2019,36.34,2.11,2.13,1.7,230.24,48,33.44,12512.4,865.78,9.85,8.68,5.78
24-05-2019,37.02,2.58,2.59,1.7,230.03,48.93,33.63,12597.87,866.14,18.28,18.22,5.82
25-05-2019,37.28,2.64,2.67,1.69,237.81,45.35,34.07,12272.12,853.06,15.34,15.31,5.83
26-05-2019,13.46,1.11,1.06,1.48,164.86,17.7,17.72,4291.7,833.13,6.8,7.71,1.95
27-05-2019,17.3,1.35,1.16,1.22,117.8,17.96,16.18,5032.78,794.14,2.72,3.5,2.31
28-05-2019,36.39,2.54,2.56,1.7,207.6,47.03,34.28,13122.4,862.08,20.48,20.57,5.8
29-05-2019,37,1.82,1.84,1.7,229.59,48.99,34.83,13085.75,850.91,18.83,18.05,5.85
30-05-2019,37,0.93,0.89,1.7,227.71,49,34.96,13062.85,846.31,20.18,20.23,5.83
31-05-2019,37.3,0.83,0.45,1.7,225.41,48.25,34.8,12977.57,842.32,13.54,13.78,5.76
01-06-2019,38.34,1.12,1.06,1.7,225.87,50,35.12,12943.93,849.6,16.91,17.18,5.86
02-06-2019,39.36,1.6,1.57,1.7,226.2,50,34.93,13077.46,847.04,17.9,17.79,5.83
03-06-2019,36.22,2.06,2.07,1.7,223.26,49.94,34.53,12968.44,861.66,18.37,18.43,5.8
04-06-2019,36.63,2.2,2.15,1.7,230.22,49.64,34.67,12688.67,867.13,15.92,14.05,5.8
05-06-2019,34.88,2.23,1.99,1.7,222.54,50,37.24,13132.84,863.13,18.68,16.94,5.77
06-06-2019,36.1,2.67,2.6,1.7,220.22,50,37.31,13021.2,866.86,19.85,19.39,5.82
07-06-2019,35.06,2.13,1.98,1.7,235.66,56.68,36.69,12623.24,873.96,18.09,16.91,5.68
08-06-2019,33.12,2.32,2.27,1.7,228.97,60.2,37.74,12851.3,876.66,6.74,6.93,5.76
09-06-2019,34.69,2.08,2,1.7,226.09,59.59,37.88,12924.25,870.56,17.51,16.71,5.89
10-06-2019,34.01,2.65,2.75,1.7,224.93,57.38,35.67,12380.23,868.13,16.22,16.47,5.77
11-06-2019,0.02,0.05,0.03,0.95,47.24,0.03,2.49,9.37,784.41,0,0,0.01
12-06-2019,8.73,0.7,0.49,0.97,82.61,12.74,9.13,2551.06,819.62,2.11,2.22,1.17
13-06-2019,22.46,1.69,1.71,1.58,208.69,32.64,26.3,8041.35,892.1,2.49,2.58,3.65
14-06-2019,8.98,0.62,0.69,1.34,156.48,13.78,13.06,2716.66,853.96,3.1,3,1.25
15-06-2019,20.22,1.38,1.69,1.38,166.79,27.62,22.87,6459.56,863.76,1.04,1.83,2.95
16-06-2019,35,1.37,2.9,1.7,234.13,52.2,37.88,12718.8,889.56,11.45,27.86,5.75
17-06-2019,36.12,2.21,3.03,1.7,232.15,51.78,37.72,12729.04,882.84,6.63,15.69,5.76
18-06-2019,32.59,1.26,2.01,1.7,233.69,46.19,33.64,10981.09,878.09,13.05,15.25,4.97
19-06-2019,36,2.54,2.56,1.7,238.14,52.26,37.76,12795.71,891.78,12.92,12.99,5.74
20-06-2019,35.91,2.02,2.07,1.7,244.03,51.85,37.45,12466.19,884.08,18.61,18.98,5.71
21-06-2019,20.58,1.4,1.4,1.35,196.53,27.05,21.42,6731.88,867.5,4.5,5.04,2.96
22-06-2019,31.2,2.45,2.46,1.7,227.69,47.79,35.39,11664.13,919.86,11.68,11.64,5.3
23-06-2019,35.87,2.43,2.45,1.7,235.41,51.5,37.88,12647.74,908.14,20.54,20.54,5.72
24-06-2019,36.77,4.5,4.75,1.7,241.75,51.55,37.45,12453.3,915.64,15.93,16.2,5.62
25-06-2019,34.63,4,4.12,1.7,246.85,49.49,36.56,12397.91,915.83,14.04,14.17,5.68
26-06-2019,36.16,4.29,4.28,1.7,239.32,50.59,37.39,12517.32,913.48,22.75,23.13,5.72
27-06-2019,37.91,4.77,4.89,1.7,238.48,51.39,36.77,12339.25,905.39,15.83,17.96,5.63
28-06-2019,34.63,4.51,4.51,1.7,231.95,50.28,37.65,12611.87,901.71,20.27,20.28,5.76
29-06-2019,34.05,4.15,4.15,1.7,233.75,51.99,37.9,12603.14,903.11,6.25,7.31,5.75
30-06-2019,34.58,4.34,4.27,1.7,240.52,52.28,37.2,12181.13,915.43,1.32,1.33,5.64
01-07-2019,32.37,4.09,4.13,1.68,251.28,45.01,34.74,11057,896.64,10.66,11.02,5.36
02-07-2019,31.71,4.12,4.17,1.69,246.89,42.44,32.78,11179.55,896.71,2.94,2.73,5.15
03-07-2019,31.83,4.16,4.09,1.7,258.05,46.24,34,11327.45,894.74,5.08,6.47,5.37
04-07-2019,31.55,4.84,4.84,1.7,246.37,49.68,35.79,12120.9,896.18,5.37,5.35,5.56
05-07-2019,35.47,5.11,5.21,1.7,234.11,53.48,37.92,12738.97,898.19,14.43,14.48,5.72
06-07-2019,37.14,5.31,5.31,1.7,231.85,53.81,37.56,12803.71,887.64,10.87,12.87,5.79
07-07-2019,34.95,4.46,4.49,1.7,240.86,53.83,37.74,12472.32,903.24,21.03,21.15,5.66
08-07-2019,36.62,4.9,4.91,1.7,221.64,55.01,37.56,12816.3,902.27,20.84,20.92,5.75
09-07-2019,36.31,3.76,3.76,1.7,236.7,53.55,37.37,12431.23,902.12,9.7,10.1,5.69
10-07-2019,36.65,4.13,4.11,1.7,227.22,50.46,37.57,12329.63,883.94,17.68,17.24,5.66
11-07-2019,36.25,2.88,2.89,1.7,226.61,47.94,36.43,11905.53,898.95,19.92,20.02,5.48
12-07-2019,36.79,3.31,3.16,1.7,241.95,51.04,36.44,12006.02,911.81,10.01,9.67,5.42
13-07-2019,36.82,3.9,4.02,1.7,240.24,54.42,35.97,12247.02,911.43,9.97,10.36,5.44
14-07-2019,35.7,4.88,4.9,1.7,224.13,54.8,36.7,12600.08,901.13,16.92,16.97,5.41
15-07-2019,31.58,4.74,4.63,1.7,213.65,44.74,33.37,11144.52,894.53,6.33,6.37,5.01
16-07-2019,35.45,4.14,3.98,1.68,225.63,51.55,36.85,12093.2,898.81,14.99,21.1,5.29
17-07-2019,35,4.11,3.98,1.7,226.37,54.55,38.05,12803.1,889.58,6.52,6.08,5.74
18-07-2019,38.71,3.85,3.87,1.68,232.62,52.5,38,12625.51,880.11,16.66,17.04,5.53
19-07-2019,35.36,4.31,4.33,1.68,226.98,48.64,36.82,12460.67,872.03,12.26,12.24,5.59
20-07-2019,36.99,4.09,4.1,1.68,224.01,49.8,36.81,12486.92,866.6,20.12,20.17,5.62
21-07-2019,35.01,3.73,3.69,1.67,227.02,54.08,36.79,12424.87,859.08,11.06,12.66,5.6
22-07-2019,27.76,2.84,2.78,1.6,195.85,41.58,30.25,10032.12,853.12,14.9,13.95,4.38
23-07-2019,10.59,1.1,1.05,1.08,96.17,14.07,9.76,2833.33,838.18,1.07,1.31,1.23
24-07-2019,40.1,3.65,3.8,1.67,226.18,51.39,36.43,12199.52,875.37,11.43,11.46,5.43
25-07-2019,25.4,1.96,1.96,1.57,193.35,36.3,25.35,8102.99,851.43,11.22,11.27,3.66
26-07-2019,17.35,1.57,1.57,1.35,142.85,23.09,17.85,5055.89,866.75,8.71,8.74,2.32
27-07-2019,36.66,4.2,4.29,1.67,221.47,51.07,37.84,12785.05,853.39,19.25,19.46,5.7
28-07-2019,37.82,4.47,4.38,1.68,231.94,55.59,37.31,12803.7,855.05,19.7,19.05,5.72
29-07-2019,38.62,3.65,3.64,1.68,233.62,54.28,37.48,12740.4,854.69,18.07,17.96,5.52
30-07-2019,38.44,3.45,3.48,1.67,227.75,53.91,37.66,12889.45,838.66,22.34,21.22,5.52
31-07-2019,39,3.98,4.02,1.68,232.69,50.63,37.63,12751.42,850.03,17.54,17.64,5.43
01-08-2019,38.58,4.56,4.6,1.68,220.2,50,37.58,12962.89,832.12,13.28,13.38,5.6
02-08-2019,37.89,4.34,4.42,1.68,231.55,49.47,37.57,12521.07,830.61,17.05,15.31,5.55
03-08-2019,36.63,3.85,3.87,1.68,232.25,51.42,37.38,12500.82,812.39,16.85,17.01,5.54
04-08-2019,33.81,3.81,3.74,1.67,224.99,45.59,33.58,11404.28,818.97,15.57,15.33,5.03
05-08-2019,36.97,4.07,4.06,1.68,219.57,53.57,36.49,13042.17,810.15,12.72,12.88,5.78
06-08-2019,38,3.95,3.96,1.68,233.76,54,36.79,12669.53,822.76,14.66,14.95,5.5
07-08-2019,38,4.08,4.08,1.69,226.95,54,36.93,12924.86,816.96,16.74,17.25,5.6
08-08-2019,19.65,2.1,1.85,1.48,174.31,33.22,21.2,6429.34,817.4,10.82,9.79,2.92
09-08-2019,36.3,3.76,3.71,1.68,217.89,53.17,37.07,12949.42,804.54,11.68,12.4,5.69
10-08-2019,37,4.58,4.25,1.68,224.75,53.65,37.13,12907.96,813.87,12.56,11.78,5.61
11-08-2019,36.95,3.93,3.69,1.68,223.75,56.81,36.1,12405.51,800.48,16.25,15.61,5.53
12-08-2019,38.5,3.72,3.61,1.68,215.45,48.68,35.72,12888.54,787.92,15.85,15.37,5.7
13-08-2019,38.01,2.91,2.84,1.69,222,50.95,35.87,12978.88,806.17,15.97,15.71,5.76
14-08-2019,38,2.46,2.68,1.68,223.36,50.11,37.26,12966.57,812.03,17.29,16.19,5.72
15-08-2019,38,3.04,3.1,1.68,231.05,54,37.7,12887,821.85,14.45,12.78,5.65
16-08-2019,35.93,3.77,3.83,1.68,226.65,53.25,36.89,12656.08,822.86,12.85,14.67,5.51
17-08-2019,37.2,4.26,4.37,1.68,228.68,53.27,36.38,12378.24,822.27,6.93,5.44,5.37
18-08-2019,37.76,3.9,3.91,1.68,222.57,52.77,36.39,12872.12,815.54,8.28,8.59,5.56
19-08-2019,38.13,3.08,3.43,1.68,240.98,54.79,36.88,12601.72,821.14,6.74,8.6,5.49
20-08-2019,37.57,4.22,4.21,1.68,228.78,54.64,36.83,13171.65,835.71,5.78,6.18,5.69
21-08-2019,34.83,5.07,6.31,1.68,242.29,48.34,34.82,11412.84,844.31,3.48,7.35,5.21
22-08-2019,33.66,5.3,6.74,1.68,218.97,51.26,35.48,11956.57,841.7,6.75,7.91,5.78
23-08-2019,0,0.35,0.51,0.45,49.48,0,6.76,-36.07,545.04,0,0,0.25
24-08-2019,0,0,0,0,31.45,0,58.28,0,168.09,0,0,0
25-08-2019,0,0,0,0,31.65,0,80,-0.91,1231.66,0,0,0
26-08-2019,0,0,0,0,31.52,0,80,0,1400,0,0,0
27-08-2019,0,0,0,0,31.09,0,80,0,617.26,0,0,0
28-08-2019,0,0,0,0,32.33,0,80,0,101.41,0,0,0
29-08-2019,0,0,0,0,33.51,0,80,0,52.68,0,0,0
30-08-2019,0,0,0,0,30.91,0,80,0,32.98,0,0,0
31-08-2019,53.66,0,0,0,31.02,0,80,0,378.26,0,0,0
01-09-2019,65,0,0,0,31.8,0,80,0,734.68,0,0,0
02-09-2019,65,0,0,0,32,0,80,0,509.93,0,0,0
03-09-2019,65,0,0,0,33.21,0,80,0,378.49,0,0,0
04-09-2019,65,0,0,0,29.93,0,80,0,52.35,0,0,0
05-09-2019,65,0,0,0,30.62,0,80,0,43.49,0,0,0
06-09-2019,65,0,0,0,31.29,0,80,0,43.49,0,0,0
07-09-2019,65,0,0,0,31.68,0,97.21,0,43.49,0,0,0
08-09-2019,12.11,0,0,0,32.48,0,100,0,43.49,0,0,0.03
09-09-2019,0,0,0,0,27.38,0,100,0,31.66,0,0,0
10-09-2019,0,0,0,0,26.43,0,100,0,28.75,0,0,0.01
11-09-2019,0,0,0,0,27.53,0,100,0,28.75,0,0,0.01
12-09-2019,0,0,0,0,27.59,0,100,0,28.75,0,0,0.01
13-09-2019,0,0,0,0,26.48,0,100,0,28.75,0,0,0
14-09-2019,62.71,0,0,0,26.39,0,100,0,28.75,0,0,0.01
15-09-2019,100,0,0,0,27.59,0,100,0,28.75,0.01,0.01,0.01
16-09-2019,100,0,0,0,28.77,0,100,0,39.32,0,0,0.06
17-09-2019,100,0,0,0,29.83,0,100,-4.47,31.22,0,0,0.03
18-09-2019,100,0,0,0,31.78,0,100,0,32.79,0,0,0.2
19-09-2019,49.79,0,0,0,32.8,0.14,40.83,81.39,76.93,0,0,0.08
20-09-2019,0,0.11,0,0,45.68,0,0.04,115.95,294.66,0,0,0.07
21-09-2019,0,7.04,0.3,0.31,47.04,0,3.19,0,562.66,0,0,0
22-09-2019,2.62,0.2,0.09,0.78,92.5,2.7,4.36,174.48,824.88,0,0,0.07
23-09-2019,19.73,1.86,1.87,1.08,227.38,27.48,20.82,5369.28,928.42,0,0,2.45
24-09-2019,19.07,3.27,3.32,1.31,203.52,31.21,23.5,6708.79,912.08,0,0,2.98
25-09-2019,21.53,3.02,3.33,1.54,206.27,24.53,24.01,6855.77,916.85,0,0,3.03
26-09-2019,15.34,2.44,2.58,1.38,177.16,21.22,20.04,5734.53,910.01,0,0,2.48
27-09-2019,32.65,4.26,4.29,1.66,226.79,44.8,34.46,11586.09,955.45,6.9,6.92,4.99
28-09-2019,34.56,4.62,4.58,1.68,215.4,45.06,36.54,12525.14,925.41,14.7,14.98,5.34
29-09-2019,15.75,2.26,2.27,1.38,174.11,21,19.47,5525.97,891.78,0,0,2.49
30-09-2019,0,0,0,0.97,67.42,7.51,4.03,-1.82,810.2,0,0,0
01-10-2019,0.5,0.09,0,0.92,44.75,1.05,4.7,157.8,826.81,0,0,0.08
02-10-2019,24.26,3.45,3.92,1.33,229.91,45.02,18.42,5684.32,961.37,3.32,4.98,2.52
03-10-2019,25.32,3.16,4.32,1.3,278.17,58.76,19.64,6131.69,990.77,8.14,6.52,2.84
04-10-2019,24.43,3.31,3.27,1.3,279.19,62.95,18.78,6294.61,999.09,0.81,1.31,2.82
05-10-2019,24.31,3.23,2.64,1.33,270.2,54.31,20.73,7059.8,970.59,8.23,8.1,3.16
06-10-2019,28.64,2.89,2.85,1.58,209.16,42.49,28.39,8681.43,915.68,0.37,0.44,3.82
07-10-2019,24.35,2.52,2.45,1.63,209.77,40.44,25.37,7685.73,900.24,12.36,12.55,3.48
08-10-2019,16.4,1.18,1.06,1.29,137.98,26.73,16.08,4428.47,885.41,4.79,5.61,1.98
09-10-2019,35.31,2.57,2.53,1.59,210.92,59.37,33.09,11235.42,875.5,2.84,2.86,4.92
10-10-2019,37.51,3.39,3.28,1.68,208.16,66.41,36.93,12491.56,878.24,14.21,15.49,5.49
11-10-2019,39.64,1.54,1.39,1.68,220.36,58.12,35.9,11861.11,878.53,22.64,22.65,5.23
12-10-2019,38.94,1.89,1.88,1.68,209.13,62.7,35.31,11896.59,889.22,7.12,6.71,5.26
13-10-2019,37.23,3.62,3.6,1.68,203.07,64.45,35.53,11973.21,873.42,17.15,17.8,5.33
14-10-2019,39.38,4.43,4.31,1.68,210.8,61.74,34.25,11320.59,877.69,8.12,7.42,5.06
15-10-2019,14.03,1.62,1.68,1.34,159.36,24.6,13.43,3685.41,902.51,3.04,3.36,1.8
16-10-2019,33.23,2.47,2.38,1.56,211.15,59.96,28.59,10275.07,924.39,14.2,14.16,4.71
17-10-2019,32.91,2.53,2.6,1.68,199.54,60.25,32.83,10795.48,867.76,20.59,19.08,4.89
18-10-2019,19.36,1.34,1.26,1.39,167.52,23.77,18.71,4879.19,863.16,0.75,0,2.26
19-10-2019,39.37,3.27,3.1,1.68,201.89,65.74,35.98,12036.41,849.69,17.5,18.37,5.49
20-10-2019,39.36,3.46,3.47,1.68,201.42,69.78,35.76,12343.1,851.85,20.41,20.5,5.59
21-10-2019,25.01,2.3,2.36,1.52,185.6,35.75,22.39,6714.96,870.09,10.01,10.11,3.07
22-10-2019,34.31,3.14,3.13,1.68,202.23,56.09,30.78,9730.98,860.86,9.81,9.74,4.52
23-10-2019,44.69,3.83,3.83,1.68,223.07,60.67,36.03,12298.32,834.68,21.41,22.33,5.75
24-10-2019,40.09,4.77,4.82,1.68,234.68,56.03,35.14,11952.08,836.2,3.46,2.66,5.53
25-10-2019,38.47,4.67,4.73,1.69,223.28,54.52,35.29,12135.9,827.25,10.72,10.93,5.46
26-10-2019,44.01,4.65,4.75,1.7,233.38,55.25,36.31,12065.77,819.83,17.63,18.18,5.48
27-10-2019,38.86,5.18,5.39,1.72,221.66,56.53,35.68,12108.95,807.51,19.55,19.94,5.46
28-10-2019,37.33,5.33,5.36,1.75,227.89,54.65,35.45,11916.92,810.74,16.05,16.23,5.42
29-10-2019,42.75,4.97,4.98,1.76,242.94,54.8,34.74,12049.68,767.2,14.24,14.33,5.56
30-10-2019,39.43,4.38,4.26,1.76,234.43,56.74,34.28,12206.2,779.97,15.82,22.55,5.44
31-10-2019,37.37,3.89,3.9,1.75,227.4,53.31,33.91,11662.58,793.77,10.85,11.05,5.22
01-11-2019,44.54,3.13,2.98,1.73,232.86,57.17,34.38,12094.87,786.44,16.13,17.58,5.53
02-11-2019,41.99,3.05,3.03,1.72,219.74,55.68,35.91,12118.74,792.93,11.22,11.82,5.44
03-11-2019,42.52,3.23,3.23,1.72,207.81,56.22,36.77,12427.55,770.72,17.62,17.07,5.65
04-11-2019,45.61,3.85,3.84,1.76,205.7,60.61,36.97,12911.82,826.99,18.47,18.56,5.84
05-11-2019,43.43,3.58,3.57,1.75,212.27,58.3,36.05,12343.35,837.1,17.43,17.79,5.69
06-11-2019,44.49,2.8,2.82,1.74,223.09,52.08,35.42,12281.83,812.96,15.94,16.01,5.56
07-11-2019,44.66,2.42,2.3,1.74,229.24,54.65,34.55,11951.96,809.76,13.09,13.02,5.5
08-11-2019,43.43,3.11,2.97,1.74,209.07,55.45,36.66,12585.88,822.89,9.48,9.8,5.64
09-11-2019,44.18,2.54,2.55,1.74,216.87,53.93,36.03,12478.05,812.92,11.16,11.51,5.67
10-11-2019,41.83,3.23,3.2,1.75,207.72,57.21,36.41,12558.01,809.59,14.15,14.61,5.64
11-11-2019,44.25,2.81,2.8,1.74,215.98,57.48,36.84,12628.64,805.69,5.4,5.6,5.72
12-11-2019,44.91,3.15,3.15,1.74,200.34,60.34,37.19,12949.99,795.29,13.37,13.45,5.82
13-11-2019,46.42,3.41,3.4,1.74,212.02,58.91,37.61,12895.92,811.66,12.21,12.28,5.98
14-11-2019,48.14,3.27,3.25,1.74,209.69,56.98,36.84,13070.25,791.48,9.65,9.73,5.8
15-11-2019,48.14,3.26,3.28,1.74,204.07,58.01,36.58,12980.08,790.17,13.15,13.12,5.79
16-11-2019,46.47,2.57,2.61,1.75,204.09,56.08,36.57,13170.48,777.99,11.61,10.15,6.02
17-11-2019,47.6,3.1,3.11,1.74,215,55.65,36.96,12725.15,767.23,11.11,11.14,5.93
18-11-2019,42.94,2.74,2.7,1.74,205.33,55.74,34.81,12194.76,805.72,11.39,10.63,5.79
19-11-2019,45.77,3.06,3.04,1.74,201.49,58.01,37.31,13013.36,795.79,0,0,6.23
20-11-2019,27.83,1.87,1.73,1.69,189.7,38.25,24.24,7600.51,831.52,2.62,2.44,3.66
21-11-2019,46.32,2.9,2.93,1.74,204.7,59.26,37.57,12839.83,815.56,3.38,2.94,6.03
22-11-2019,47.24,3.13,2.99,1.74,205.24,60.05,37.4,12638.62,781.96,6.81,6.32,5.8
23-11-2019,45.36,2.98,2.42,1.74,215.23,54.68,36.22,12395.9,760.96,9.81,7.89,5.74
24-11-2019,35.48,2.45,2.51,1.71,180.64,40.93,30.16,9989.28,763.91,7.32,6.58,4.7
25-11-2019,8.85,0.43,0.34,1.09,78.48,11.8,7.73,1553.45,822.01,1.65,1.46,0.71
26-11-2019,42.41,2.66,2.68,1.73,215.19,54.33,35.78,11989.72,860.61,0,0.23,5.59
27-11-2019,41.03,3.18,3.16,1.72,213.11,51.42,35.64,12485.61,864.72,4.57,4.55,5.76
28-11-2019,47.1,2.98,2.99,1.72,208.41,56.45,36.98,12481.55,844.66,11.68,11.74,5.84
29-11-2019,48.14,3.35,3.38,1.72,203.76,56.83,35.41,12540.64,813.58,23.61,24.16,5.83
30-11-2019,46.83,1.82,1.83,1.72,214.44,49.21,35.77,12498.68,817,18.35,18.56,5.71
01-12-2019,46.23,3.42,3.42,1.73,209.05,56.21,36.32,12711.94,813.05,15.89,15.93,5.87
02-12-2019,28.77,1.28,1.49,1.5,241.87,34.06,23.75,7430.33,830.33,11.25,12,3.56
03-12-2019,43.42,2.69,2.63,1.7,207.77,54.26,33,11842.16,813.33,16.85,16.54,5.46
04-12-2019,44.09,3.01,2.99,1.74,208.13,53.1,35.85,12890.78,790.21,22.06,21.86,5.81
05-12-2019,46.48,1.85,1.78,1.74,214.18,54.95,35.12,12687.73,782.34,21.26,19.58,5.83
06-12-2019,45.61,1.03,0.99,1.74,207.91,57.74,36.31,12797.9,791.36,23.81,23.05,5.8
