Date,Time,Blane_before_hpgr
3/21/2019,5:05:00,1721
3/21/2019,7:05:00,1721
3/21/2019,9:05:00,1691
3/21/2019,11:05:00,1691
3/21/2019,13:05:00,1721
3/21/2019,15:05:00,1721
3/21/2019,17:10:00,1691
3/21/2019,19:05:00,1660
3/21/2019,21:05:00,1598
3/21/2019,23:05:00,1598
3/22/2019,1:05:00,1660
3/22/2019,3:05:00,1807
3/22/2019,5:05:00,1565
3/22/2019,7:30:00,1691
3/22/2019,9:05:00,1691
3/22/2019,11:05:00,1750
3/22/2019,13:05:00,1598
3/22/2019,15:05:00,1532
3/22/2019,17:05:00,1750
3/22/2019,19:05:00,1660
3/22/2019,21:05:00,1598
3/22/2019,23:05:00,1660
3/23/2019,1:05:00,1598
3/23/2019,3:05:00,1721
3/23/2019,5:05:00,1721
3/23/2019,7:05:00,1691
3/23/2019,9:05:00,1629
3/23/2019,11:05:00,1598
3/23/2019,13:20:00,1691
3/23/2019,14:00:00,1598
3/23/2019,15:05:00,1779
3/23/2019,17:05:00,1721
3/23/2019,19:05:00,1691
3/23/2019,21:05:00,1660
3/23/2019,23:05:00,1660
3/24/2019,1:05:00,1629
3/24/2019,3:05:00,1598
3/24/2019,5:05:00,1691
3/24/2019,7:05:00,1750
3/24/2019,9:05:00,1598
3/24/2019,11:05:00,1598
3/24/2019,13:05:00,1598
3/24/2019,17:05:00,1691
3/24/2019,19:05:00,1598
3/24/2019,21:05:00,1598
3/24/2019,23:05:00,1691
3/25/2019,1:05:00,1660
3/25/2019,3:05:00,1629
3/25/2019,5:05:00,1629
3/25/2019,7:15:00,1629
3/25/2019,9:05:00,1629
3/25/2019,17:05:00,1660
3/25/2019,19:05:00,1629
3/25/2019,21:05:00,1598
3/25/2019,23:15:00,1660
3/26/2019,1:05:00,1532
3/26/2019,3:05:00,1629
3/26/2019,5:05:00,1598
3/26/2019,7:05:00,1598
3/26/2019,9:05:00,1565
3/26/2019,11:05:00,1598
3/26/2019,13:05:00,1629
3/26/2019,15:05:00,1691
3/26/2019,17:05:00,1691
3/26/2019,19:05:00,1660
3/26/2019,23:05:00,1660
3/27/2019,1:05:00,1660
3/27/2019,3:05:00,1691
3/27/2019,5:05:00,1598
3/27/2019,7:05:00,1629
3/27/2019,9:05:00,1750
3/27/2019,13:05:00,1598
3/27/2019,15:05:00,1598
3/27/2019,17:05:00,1629
3/27/2019,19:05:00,1598
3/27/2019,21:05:00,1598
3/27/2019,23:05:00,1660
3/28/2019,1:05:00,1565
3/28/2019,3:05:00,1598
3/28/2019,5:05:00,1629
3/28/2019,7:05:00,1660
3/28/2019,9:05:00,1629
3/28/2019,11:05:00,1499
3/28/2019,13:05:00,1565
3/28/2019,15:05:00,1565
3/28/2019,17:05:00,1565
3/28/2019,19:05:00,1565
3/28/2019,21:05:00,1565
3/28/2019,23:05:00,1598
3/29/2019,1:05:00,1565
3/29/2019,3:05:00,1660
3/29/2019,5:05:00,1691
3/29/2019,7:05:00,1660
3/29/2019,9:05:00,1691
3/29/2019,11:15:00,1660
3/29/2019,13:05:00,1532
3/29/2019,15:05:00,1532
3/29/2019,17:05:00,1565
3/29/2019,19:05:00,1565
3/29/2019,21:05:00,1598
3/29/2019,23:05:00,1598
3/30/2019,1:05:00,1565
3/30/2019,3:05:00,1565
3/30/2019,5:05:00,1598
3/30/2019,7:05:00,1598
3/30/2019,9:05:00,1565
3/30/2019,11:05:00,1565
3/30/2019,13:05:00,1565
3/30/2019,15:05:00,1565
3/30/2019,17:05:00,1660
3/30/2019,19:05:00,1598
3/30/2019,21:05:00,1660
3/30/2019,23:05:00,1532
3/31/2019,1:05:00,1499
3/31/2019,3:05:00,1598
3/31/2019,5:05:00,1598
3/31/2019,7:05:00,1598
3/31/2019,9:05:00,1532
3/31/2019,11:05:00,1532
3/31/2019,13:05:00,1660
3/31/2019,15:05:00,1660
3/31/2019,17:05:00,1691
3/31/2019,19:05:00,1565
3/31/2019,21:05:00,1598
3/31/2019,23:05:00,1532
4/1/2019,1:05:00,1565
4/1/2019,3:05:00,1532
4/1/2019,5:05:00,1629
4/1/2019,7:05:00,1598
4/1/2019,9:00:00,1598
4/1/2019,11:05:00,1565
4/1/2019,13:05:00,1629
4/1/2019,15:05:00,1629
4/1/2019,17:05:00,1660
4/1/2019,19:05:00,1565
4/1/2019,21:05:00,1750
4/2/2019,1:05:00,1629
4/2/2019,3:05:00,1532
4/2/2019,5:05:00,1532
4/2/2019,7:05:00,1499
4/2/2019,9:05:00,1499
4/2/2019,11:05:00,1532
4/2/2019,13:05:00,1598
4/2/2019,15:05:00,1660
4/2/2019,17:15:00,1629
4/2/2019,19:05:00,1598
4/2/2019,21:05:00,1629
4/2/2019,23:05:00,1660
4/3/2019,1:05:00,1598
4/3/2019,3:05:00,1598
4/3/2019,5:05:00,1532
4/3/2019,7:15:00,1532
4/3/2019,9:05:00,1598
4/3/2019,11:05:00,1565
4/3/2019,13:15:00,1629
4/3/2019,15:05:00,1660
4/3/2019,17:05:00,1598
4/3/2019,19:05:00,1660
4/3/2019,21:05:00,1598
4/3/2019,23:05:00,1598
4/4/2019,1:05:00,1660
4/4/2019,3:05:00,1691
4/4/2019,5:05:00,1660
4/4/2019,7:05:00,1629
4/4/2019,9:05:00,1598
4/4/2019,10:50:00,1532
4/4/2019,13:05:00,1691
4/4/2019,15:05:00,1660
4/4/2019,17:25:00,1629
4/4/2019,19:05:00,1565
4/4/2019,21:05:00,1660
4/4/2019,23:05:00,1721
4/5/2019,1:05:00,1691
4/5/2019,3:05:00,1691
4/5/2019,5:05:00,1660
4/5/2019,7:05:00,1565
4/5/2019,11:05:00,1598
4/5/2019,13:05:00,1660
4/5/2019,15:05:00,1629
4/5/2019,17:05:00,1660
4/5/2019,19:05:00,1629
4/5/2019,21:05:00,1721
4/5/2019,23:05:00,1691
4/6/2019,1:05:00,1691
4/6/2019,3:05:00,1629
4/6/2019,5:05:00,1779
4/6/2019,7:05:00,1750
4/6/2019,9:05:00,1721
4/6/2019,11:05:00,1721
4/6/2019,13:05:00,1565
4/6/2019,15:05:00,1721
4/6/2019,17:05:00,1660
4/6/2019,19:05:00,1629
4/6/2019,21:10:00,1660
4/6/2019,23:05:00,1691
4/7/2019,1:05:00,1660
4/7/2019,3:05:00,1660
4/7/2019,5:05:00,1750
4/7/2019,7:05:00,1779
4/7/2019,9:05:00,1779
4/7/2019,11:05:00,1691
4/7/2019,13:05:00,1565
4/7/2019,15:05:00,1660
4/7/2019,19:05:00,1721
4/7/2019,21:05:00,1629
4/9/2019,19:05:00,2143
4/9/2019,21:05:00,1691
4/9/2019,23:05:00,1721
4/10/2019,1:05:00,1629
4/10/2019,7:05:00,2167
4/10/2019,9:40:00,1721
4/10/2019,11:05:00,1691
4/10/2019,13:05:00,1721
4/10/2019,15:05:00,1721
4/10/2019,17:05:00,1721
4/10/2019,19:05:00,1721
4/10/2019,21:00:00,1721
4/11/2019,1:05:00,1750
4/11/2019,3:05:00,1750
4/11/2019,5:05:00,1721
4/11/2019,7:05:00,1691
4/11/2019,9:05:00,1721
4/11/2019,11:05:00,1721
4/11/2019,13:05:00,1750
4/11/2019,15:05:00,1750
4/11/2019,17:05:00,1750
4/11/2019,19:05:00,1750
4/11/2019,21:05:00,1779
4/11/2019,23:05:00,1750
4/12/2019,1:05:00,1779
4/12/2019,3:05:00,1750
4/12/2019,5:05:00,1779
4/12/2019,7:05:00,1779
4/12/2019,9:05:00,1629
4/12/2019,11:05:00,1750
4/12/2019,13:05:00,1721
4/12/2019,15:05:00,1721
4/12/2019,17:05:00,1721
4/12/2019,19:05:00,1660
4/12/2019,21:05:00,1807
4/12/2019,23:05:00,1750
4/13/2019,1:05:00,1750
4/13/2019,3:05:00,1807
4/13/2019,5:05:00,1721
4/13/2019,7:05:00,1721
4/13/2019,11:05:00,1835
4/13/2019,13:05:00,1721
4/13/2019,15:05:00,1721
4/13/2019,17:05:00,1721
4/13/2019,19:05:00,1691
4/13/2019,21:05:00,1779
4/13/2019,23:05:00,1779
4/14/2019,1:05:00,1779
4/14/2019,3:05:00,1532
4/14/2019,5:05:00,1750
4/14/2019,7:05:00,1691
4/14/2019,9:05:00,1691
4/14/2019,11:05:00,1660
4/14/2019,13:05:00,1750
4/14/2019,15:05:00,1750
4/14/2019,17:05:00,1750
4/14/2019,19:05:00,1835
4/14/2019,21:05:00,1750
4/14/2019,23:05:00,1750
4/15/2019,1:05:00,1835
4/15/2019,3:05:00,1807
4/15/2019,5:05:00,1750
4/15/2019,7:05:00,1779
4/15/2019,13:05:00,1890
4/15/2019,15:05:00,1863
4/15/2019,17:05:00,1863
4/15/2019,19:05:00,1863
4/15/2019,21:05:00,1750
4/15/2019,23:05:00,1779
4/16/2019,1:05:00,1750
4/16/2019,3:05:00,1691
4/16/2019,5:05:00,1807
4/16/2019,7:05:00,1807
4/16/2019,9:05:00,1691
4/16/2019,11:05:00,1750
4/16/2019,13:05:00,1750
4/16/2019,15:05:00,1779
4/16/2019,17:05:00,1691
4/16/2019,19:05:00,1779
4/16/2019,21:05:00,1835
4/16/2019,23:05:00,1807
4/17/2019,1:05:00,1835
4/17/2019,3:05:00,1779
4/17/2019,5:05:00,1835
4/17/2019,7:05:00,1807
4/17/2019,9:05:00,1750
4/17/2019,11:05:00,1691
4/17/2019,13:05:00,1779
4/17/2019,15:05:00,1721
4/17/2019,17:05:00,1750
4/17/2019,19:05:00,1779
4/17/2019,21:05:00,1835
4/17/2019,23:05:00,1721
4/18/2019,1:05:00,1721
4/18/2019,3:05:00,1863
4/18/2019,5:05:00,1691
4/18/2019,7:05:00,1691
4/18/2019,9:05:00,1691
4/18/2019,11:05:00,1691
4/18/2019,13:05:00,1779
4/18/2019,15:05:00,1750
4/18/2019,17:05:00,1691
4/18/2019,19:05:00,1691
4/18/2019,21:05:00,1691
4/18/2019,23:05:00,1807
4/19/2019,1:05:00,1750
4/19/2019,3:05:00,1721
4/19/2019,5:05:00,1691
4/19/2019,7:05:00,1691
4/19/2019,9:05:00,1721
4/19/2019,11:05:00,1721
4/19/2019,13:05:00,1779
4/19/2019,15:05:00,1750
4/19/2019,17:05:00,1779
4/19/2019,19:05:00,1750
4/19/2019,21:05:00,1750
4/19/2019,23:05:00,1721
4/20/2019,1:05:00,1750
4/20/2019,3:05:00,1721
4/20/2019,5:05:00,1807
4/20/2019,7:05:00,1750
4/20/2019,9:05:00,1721
4/20/2019,11:05:00,1598
4/20/2019,13:05:00,1750
4/20/2019,15:05:00,1721
4/20/2019,17:05:00,1807
4/20/2019,19:05:00,1750
4/20/2019,21:05:00,1721
4/20/2019,23:05:00,1721
4/21/2019,1:05:00,1721
4/21/2019,3:05:00,1691
4/21/2019,5:05:00,1721
4/21/2019,7:05:00,1750
4/21/2019,9:05:00,1779
4/21/2019,11:05:00,1750
4/21/2019,13:05:00,1598
4/21/2019,15:05:00,1691
4/21/2019,17:05:00,1532
4/21/2019,19:05:00,1429
4/21/2019,21:05:00,1532
4/21/2019,23:05:00,1532
4/22/2019,1:05:00,1598
4/22/2019,3:05:00,1691
4/22/2019,5:05:00,1750
4/22/2019,7:10:00,1691
4/22/2019,9:05:00,1750
4/22/2019,11:05:00,1750
4/22/2019,13:05:00,1721
4/22/2019,15:05:00,1691
4/22/2019,17:05:00,1691
4/22/2019,19:05:00,1721
4/22/2019,21:05:00,1660
4/22/2019,23:05:00,1807
4/23/2019,1:05:00,1807
4/23/2019,3:05:00,1660
4/23/2019,5:05:00,1750
4/23/2019,7:05:00,1835
4/23/2019,9:05:00,1835
4/23/2019,11:05:00,1835
4/23/2019,13:05:00,1890
4/23/2019,15:05:00,1835
4/23/2019,17:05:00,1835
4/23/2019,19:05:00,1890
4/23/2019,21:05:00,1629
4/23/2019,23:05:00,1779
4/24/2019,1:05:00,1598
4/24/2019,3:05:00,1917
4/24/2019,5:05:00,1917
4/24/2019,7:05:00,1807
4/24/2019,11:05:00,1779
4/24/2019,13:05:00,1721
4/24/2019,15:05:00,1721
4/24/2019,17:05:00,1721
4/24/2019,19:05:00,1750
4/24/2019,23:05:00,1779
4/25/2019,1:05:00,1750
4/25/2019,3:05:00,1779
4/25/2019,7:05:00,1750
4/25/2019,9:05:00,1863
4/25/2019,13:05:00,1779
4/25/2019,15:05:00,1807
4/25/2019,17:05:00,1807
4/25/2019,19:05:00,1835
4/25/2019,21:05:00,1835
4/25/2019,23:05:00,1835
4/26/2019,1:05:00,1835
4/26/2019,3:05:00,1917
4/26/2019,5:05:00,1691
4/26/2019,7:05:00,1750
4/26/2019,9:05:00,1750
4/26/2019,11:05:00,1779
4/26/2019,13:05:00,1890
4/26/2019,15:05:00,1890
4/26/2019,17:05:00,1807
4/26/2019,19:05:00,1807
4/26/2019,21:05:00,1863
4/26/2019,23:05:00,1779
4/27/2019,1:05:00,1779
4/27/2019,3:05:00,1807
4/27/2019,5:05:00,1779
4/27/2019,7:05:00,1691
4/27/2019,9:05:00,1890
4/27/2019,11:05:00,1835
4/27/2019,13:05:00,1863
4/27/2019,15:05:00,1890
4/27/2019,17:05:00,1750
4/27/2019,19:05:00,1863
4/27/2019,21:05:00,1807
4/27/2019,23:05:00,1863
4/28/2019,1:05:00,1863
4/28/2019,3:05:00,1943
4/28/2019,5:05:00,1750
4/28/2019,7:05:00,1807
4/28/2019,9:05:00,1807
4/28/2019,11:05:00,1835
4/28/2019,13:05:00,1863
4/28/2019,15:05:00,1691
4/28/2019,17:05:00,1629
4/28/2019,19:05:00,1835
4/28/2019,21:05:00,1807
4/28/2019,23:05:00,1807
4/29/2019,1:05:00,1779
4/29/2019,3:05:00,1779
4/29/2019,5:05:00,1835
4/29/2019,7:05:00,1779
4/29/2019,9:05:00,1835
4/29/2019,13:05:00,1779
4/29/2019,15:05:00,1629
4/29/2019,17:05:00,1660
4/29/2019,19:05:00,1598
4/29/2019,21:05:00,1917
4/29/2019,23:05:00,1835
4/30/2019,1:05:00,1691
4/30/2019,3:05:00,1835
4/30/2019,5:05:00,1835
4/30/2019,7:05:00,1807
4/30/2019,9:05:00,1807
4/30/2019,11:05:00,1750
4/30/2019,13:05:00,1807
4/30/2019,15:05:00,1835
4/30/2019,17:05:00,1779
4/30/2019,19:05:00,1750
4/30/2019,21:05:00,1660
4/30/2019,23:05:00,1721
5/1/2019,1:05:00,1750
5/1/2019,3:05:00,1598
5/1/2019,5:05:00,1750
5/1/2019,7:05:00,1750
5/1/2019,9:05:00,1750
5/1/2019,11:05:00,1750
5/1/2019,13:05:00,1691
5/1/2019,15:05:00,1779
5/1/2019,17:05:00,1691
5/1/2019,19:05:00,1721
5/1/2019,21:05:00,1721
5/1/2019,23:05:00,1660
5/2/2019,1:15:00,1660
5/2/2019,3:05:00,1691
5/2/2019,5:05:00,1779
5/2/2019,7:05:00,1779
5/2/2019,9:05:00,1835
5/2/2019,11:05:00,1779
5/2/2019,13:05:00,1691
5/2/2019,15:05:00,1750
5/2/2019,17:05:00,1779
5/2/2019,19:05:00,1721
5/2/2019,21:05:00,1691
5/3/2019,1:05:00,1721
5/3/2019,3:05:00,1750
5/3/2019,5:05:00,1750
5/3/2019,7:05:00,1750
5/3/2019,9:05:00,1629
5/3/2019,11:05:00,1660
5/3/2019,13:05:00,1750
5/3/2019,15:05:00,1750
5/3/2019,17:05:00,1721
5/3/2019,19:05:00,1779
5/3/2019,21:05:00,1750
5/3/2019,23:05:00,1750
5/4/2019,1:05:00,1721
5/4/2019,3:05:00,1779
5/4/2019,5:05:00,1721
5/4/2019,7:05:00,1750
5/4/2019,9:05:00,1565
5/4/2019,11:05:00,1565
5/4/2019,13:05:00,1807
5/4/2019,15:05:00,1750
5/4/2019,17:05:00,1629
5/4/2019,19:05:00,1660
5/4/2019,21:05:00,1750
5/4/2019,23:05:00,1917
5/5/2019,1:05:00,1835
5/5/2019,3:05:00,1750
5/5/2019,5:05:00,1807
5/5/2019,7:05:00,1660
5/5/2019,13:05:00,1835
5/5/2019,17:05:00,1890
5/5/2019,19:15:00,1807
5/5/2019,21:05:00,1807
5/5/2019,23:05:00,1807
5/6/2019,1:05:00,1835
5/6/2019,3:05:00,1835
5/6/2019,5:05:00,1750
5/6/2019,7:05:00,1750
5/6/2019,11:05:00,1779
5/6/2019,13:05:00,1807
5/6/2019,15:30:00,1598
5/6/2019,17:05:00,1779
5/6/2019,19:05:00,1807
5/6/2019,21:10:00,1835
5/6/2019,23:05:00,1835
5/7/2019,1:05:00,1835
5/7/2019,3:05:00,1807
5/7/2019,5:05:00,1890
5/7/2019,7:05:00,1917
5/7/2019,9:05:00,1863
5/7/2019,11:05:00,1835
5/7/2019,13:05:00,1532
5/7/2019,15:05:00,1565
5/7/2019,17:05:00,1835
5/7/2019,19:05:00,1629
5/7/2019,21:05:00,1807
5/7/2019,23:05:00,1807
5/8/2019,5:05:00,1750
5/8/2019,7:05:00,1807
5/8/2019,11:05:00,1750
5/8/2019,13:05:00,1721
5/8/2019,17:05:00,1750
5/8/2019,19:05:00,1721
5/8/2019,21:05:00,1890
5/9/2019,1:05:00,1629
5/9/2019,3:05:00,1598
5/9/2019,5:05:00,1750
5/9/2019,7:05:00,1779
5/9/2019,11:05:00,1750
5/9/2019,13:05:00,1890
5/9/2019,15:05:00,1750
5/9/2019,17:05:00,1750
5/9/2019,19:05:00,1721
5/9/2019,21:05:00,1835
5/9/2019,23:05:00,1660
5/10/2019,1:05:00,1779
5/10/2019,3:05:00,1750
5/10/2019,5:05:00,1779
5/10/2019,7:05:00,1721
5/10/2019,9:05:00,1779
5/10/2019,11:15:00,1779
5/10/2019,13:05:00,1750
5/10/2019,15:05:00,1750
5/10/2019,17:05:00,1779
5/10/2019,19:05:00,1835
5/10/2019,21:05:00,1863
5/10/2019,23:05:00,1721
5/11/2019,1:05:00,1750
5/11/2019,3:05:00,1779
5/11/2019,5:05:00,1750
5/11/2019,7:05:00,1779
5/11/2019,9:05:00,1750
5/11/2019,11:05:00,1807
5/11/2019,13:05:00,1779
5/11/2019,15:05:00,1779
5/11/2019,17:05:00,1779
5/11/2019,19:05:00,1807
5/11/2019,21:05:00,1779
5/11/2019,23:05:00,1807
5/12/2019,1:05:00,1779
5/12/2019,3:05:00,1779
5/12/2019,5:05:00,1750
5/12/2019,7:05:00,1750
5/12/2019,23:05:00,1807
5/13/2019,1:05:00,1691
5/13/2019,3:05:00,1750
5/13/2019,5:05:00,1835
5/13/2019,7:05:00,1629
5/13/2019,9:22:00,1565
5/13/2019,11:05:00,1807
5/13/2019,13:05:00,1750
5/13/2019,15:05:00,1691
5/13/2019,17:05:00,1565
5/13/2019,19:05:00,1660
5/13/2019,21:05:00,1691
5/13/2019,23:05:00,1750
5/14/2019,1:05:00,1779
5/14/2019,3:05:00,1779
5/14/2019,5:05:00,1750
5/14/2019,7:05:00,1750
5/14/2019,9:05:00,1750
5/14/2019,11:05:00,1807
5/14/2019,13:05:00,1598
5/14/2019,15:05:00,1691
5/14/2019,17:25:00,1691
5/14/2019,19:05:00,1629
5/14/2019,21:05:00,1835
5/14/2019,23:05:00,1807
5/15/2019,1:05:00,1835
5/15/2019,3:05:00,1779
5/15/2019,5:05:00,1807
5/15/2019,7:05:00,1807
5/15/2019,9:05:00,1835
5/15/2019,11:05:00,1691
5/15/2019,13:05:00,1863
5/15/2019,19:05:00,1863
5/15/2019,21:05:00,1917
5/15/2019,23:05:00,1835
5/16/2019,1:05:00,1750
5/16/2019,3:05:00,1863
5/16/2019,5:15:00,1779
5/16/2019,7:05:00,1779
5/16/2019,9:05:00,1807
5/16/2019,11:05:00,1807
5/16/2019,13:05:00,1750
5/16/2019,17:05:00,1835
5/16/2019,19:05:00,1835
5/16/2019,21:05:00,1807
5/16/2019,23:05:00,1721
5/17/2019,1:05:00,1721
5/17/2019,3:05:00,1750
5/17/2019,5:05:00,1890
5/17/2019,7:05:00,1863
5/17/2019,9:05:00,1750
5/17/2019,13:05:00,1807
5/17/2019,15:05:00,1779
5/17/2019,17:05:00,1750
5/17/2019,19:05:00,1750
5/17/2019,21:05:00,1835
5/17/2019,23:05:00,1750
5/18/2019,1:05:00,1629
5/18/2019,3:05:00,1750
5/18/2019,5:05:00,1779
5/18/2019,7:05:00,1779
5/18/2019,9:05:00,1807
5/18/2019,11:05:00,1835
5/18/2019,17:05:00,1779
5/18/2019,19:05:00,1835
5/18/2019,21:05:00,1863
5/18/2019,23:05:00,1779
5/19/2019,1:05:00,1807
5/19/2019,3:05:00,1779
5/19/2019,7:15:00,1660
5/19/2019,9:05:00,1890
5/19/2019,11:05:00,1835
5/19/2019,13:20:00,1779
5/19/2019,15:05:00,1779
5/19/2019,17:05:00,1779
5/19/2019,19:05:00,1807
5/19/2019,23:05:00,1807
5/20/2019,1:05:00,1691
5/20/2019,3:05:00,1835
5/20/2019,5:05:00,1779
5/20/2019,7:05:00,1660
5/20/2019,9:05:00,1750
5/20/2019,11:05:00,1835
5/20/2019,13:05:00,1863
5/20/2019,15:05:00,1807
5/20/2019,17:05:00,1807
5/20/2019,19:05:00,1863
5/20/2019,21:00:00,1807
5/20/2019,23:05:00,1890
5/21/2019,1:05:00,1917
5/21/2019,3:05:00,1835
5/21/2019,5:05:00,1807
5/21/2019,7:30:00,1779
5/21/2019,9:05:00,1863
5/21/2019,11:05:00,1863
5/21/2019,13:05:00,1863
5/21/2019,15:05:00,1863
5/21/2019,17:05:00,1807
5/21/2019,19:05:00,1807
5/21/2019,21:05:00,1807
5/22/2019,1:05:00,1835
5/22/2019,3:05:00,1863
5/22/2019,5:05:00,1917
5/22/2019,7:05:00,1835
5/22/2019,9:05:00,1863
5/22/2019,11:05:00,1863
5/22/2019,15:05:00,1835
5/22/2019,17:05:00,1863
5/22/2019,19:05:00,1807
5/22/2019,21:05:00,1807
5/23/2019,1:05:00,1779
5/23/2019,3:00:00,1863
5/23/2019,5:05:00,1835
5/23/2019,7:05:00,1807
5/23/2019,9:05:00,1835
5/23/2019,11:05:00,1835
5/23/2019,13:05:00,1779
5/23/2019,17:05:00,1835
5/23/2019,19:05:00,1835
5/23/2019,21:05:00,1835
5/23/2019,23:05:00,1863
5/24/2019,1:20:00,1807
5/24/2019,2:30:00,1835
5/24/2019,5:05:00,1890
5/24/2019,7:05:00,1917
5/24/2019,9:05:00,1863
5/24/2019,11:05:00,1835
5/24/2019,13:05:00,1917
5/24/2019,15:05:00,1863
5/24/2019,17:05:00,1863
5/24/2019,19:05:00,1863
5/24/2019,21:05:00,1835
5/24/2019,23:05:00,1779
5/25/2019,1:05:00,1807
5/25/2019,3:05:00,1835
5/25/2019,7:05:00,1807
5/25/2019,11:05:00,1863
5/25/2019,13:05:00,1863
5/25/2019,15:05:00,1807
5/25/2019,17:05:00,1863
5/25/2019,19:05:00,1807
5/25/2019,21:05:00,1835
5/25/2019,23:05:00,1807
5/26/2019,1:05:00,1750
5/26/2019,3:05:00,1779
5/26/2019,5:05:00,1863
5/26/2019,7:05:00,1807
5/26/2019,13:20:00,1890
5/26/2019,15:05:00,1863
5/26/2019,17:05:00,1863
5/26/2019,19:05:00,1807
5/27/2019,23:05:00,1807
5/28/2019,1:05:00,1807
5/28/2019,3:05:00,1779
5/28/2019,5:05:00,1835
5/28/2019,7:05:00,1835
5/28/2019,9:05:00,1660
5/28/2019,11:05:00,1807
5/28/2019,13:05:00,1863
5/28/2019,15:05:00,1807
5/28/2019,17:05:00,1835
5/28/2019,19:05:00,1807
5/28/2019,21:05:00,1835
5/28/2019,23:05:00,1807
5/29/2019,3:05:00,1750
5/29/2019,5:05:00,1691
5/29/2019,7:05:00,1779
5/29/2019,9:05:00,1721
5/29/2019,11:05:00,1750
5/29/2019,13:05:00,1807
5/29/2019,15:20:00,1835
5/29/2019,17:05:00,1835
5/29/2019,19:05:00,1835
5/29/2019,21:05:00,1835
5/29/2019,23:05:00,1863
5/30/2019,1:05:00,1835
5/30/2019,3:05:00,1917
5/30/2019,5:05:00,1835
5/30/2019,7:05:00,1835
5/30/2019,9:05:00,1807
5/30/2019,11:05:00,1779
5/30/2019,13:05:00,1890
5/30/2019,15:05:00,1863
5/30/2019,17:05:00,1629
5/30/2019,19:05:00,1629
5/30/2019,21:05:00,1835
5/30/2019,23:20:00,1750
5/31/2019,1:05:00,1750
5/31/2019,3:05:00,1807
5/31/2019,5:15:00,1890
5/31/2019,7:05:00,1890
5/31/2019,11:05:00,1863
5/31/2019,13:05:00,1807
5/31/2019,15:05:00,1691
5/31/2019,17:05:00,1721
5/31/2019,19:05:00,1807
5/31/2019,21:05:00,1835
6/1/2019,1:05:00,1835
6/1/2019,3:05:00,1807
6/1/2019,5:05:00,1890
6/1/2019,9:05:00,1863
6/1/2019,11:05:00,1835
6/1/2019,13:05:00,1807
6/1/2019,15:05:00,1835
6/1/2019,19:05:00,1863
6/1/2019,21:05:00,1917
6/1/2019,23:05:00,1835
6/2/2019,1:05:00,1807
6/2/2019,3:05:00,1863
6/2/2019,5:05:00,1890
6/2/2019,7:05:00,2021
6/2/2019,9:05:00,1835
6/2/2019,11:05:00,1863
6/2/2019,13:05:00,1807
6/2/2019,15:05:00,1807
6/2/2019,17:05:00,1835
6/2/2019,19:05:00,1807
6/2/2019,21:05:00,1835
6/2/2019,23:05:00,1660
6/3/2019,1:05:00,1890
6/3/2019,3:05:00,1807
6/3/2019,5:05:00,1890
6/3/2019,7:05:00,1835
6/3/2019,9:05:00,1835
6/3/2019,11:15:00,1750
6/3/2019,13:05:00,1917
6/3/2019,17:05:00,1835
6/3/2019,19:05:00,1807
6/3/2019,21:05:00,1750
6/3/2019,23:05:00,1750
6/4/2019,1:05:00,1807
6/4/2019,5:05:00,1863
6/4/2019,9:05:00,1835
6/4/2019,11:20:00,1835
6/4/2019,13:05:00,1807
6/4/2019,15:05:00,1807
6/4/2019,17:15:00,1863
6/4/2019,19:05:00,1835
6/4/2019,21:05:00,1835
6/4/2019,23:05:00,1807
6/5/2019,1:05:00,1660
6/5/2019,3:05:00,1863
6/5/2019,5:05:00,1779
6/5/2019,7:05:00,1750
6/5/2019,11:05:00,1691
6/5/2019,13:05:00,1863
6/5/2019,15:05:00,1863
6/5/2019,17:05:00,1835
6/5/2019,19:05:00,1835
6/5/2019,21:05:00,1890
6/5/2019,23:05:00,1917
6/6/2019,1:15:00,1917
6/6/2019,3:05:00,1890
6/6/2019,7:05:00,1721
6/6/2019,9:05:00,1835
6/6/2019,11:05:00,1835
6/6/2019,13:05:00,1835
6/6/2019,15:05:00,1835
6/6/2019,17:05:00,1890
6/6/2019,19:05:00,1807
6/6/2019,21:05:00,1995
6/6/2019,23:05:00,1835
6/7/2019,1:05:00,1890
6/7/2019,3:05:00,1835
6/7/2019,5:05:00,1863
6/7/2019,9:05:00,1835
6/7/2019,13:05:00,1779
6/7/2019,15:05:00,1779
6/7/2019,19:20:00,1863
6/7/2019,21:05:00,1917
6/7/2019,23:05:00,1835
6/8/2019,1:05:00,1807
6/8/2019,3:05:00,1835
6/8/2019,5:15:00,1863
6/8/2019,7:05:00,1970
6/8/2019,11:05:00,1835
6/8/2019,13:05:00,1807
6/8/2019,15:05:00,1750
6/8/2019,17:05:00,1835
6/8/2019,19:05:00,1691
6/8/2019,21:05:00,1917
6/9/2019,1:05:00,1863
6/9/2019,3:05:00,1943
6/9/2019,5:05:00,1917
6/9/2019,7:05:00,1835
6/9/2019,9:05:00,1917
6/9/2019,11:05:00,1917
6/9/2019,13:05:00,1995
6/9/2019,15:05:00,1863
6/9/2019,17:05:00,1917
6/9/2019,19:05:00,1917
6/9/2019,21:05:00,1835
6/9/2019,23:05:00,1995
6/10/2019,1:05:00,1863
6/10/2019,3:05:00,1863
6/10/2019,5:05:00,1917
6/10/2019,7:05:00,1917
6/10/2019,9:05:00,1917
6/10/2019,11:05:00,1917
