Date,Time,MC%,Drop
6/6/2020,23:45,9.2,3.67
6/6/2020,23:45,9.2,3.5
6/7/2020,1:45,9,4.17
6/7/2020,3:45,9.2,4.33
7/10/2020,5:45,9.2,3.58
7/10/2020,7:45,9,3.92
7/10/2020,7:45,8.8,3.58
7/10/2020,11:45,9,5
7/10/2020,11:45,9,4.33
7/10/2020,11:45,9.1,4.5
7/10/2020,15:45,8.9,3.42
7/10/2020,17:45,9,4.83
7/10/2020,17:45,8.9,4.58
7/10/2020,19:45,8.9,4.58
7/10/2020,19:45,9,5.08
7/10/2020,21:45,9.4,3.08
7/10/2020,21:45,9.2,3.17
7/10/2020,21:45,9.4,3.25
7/10/2020,23:45,8.4,3.5
7/11/2020,3:45,8.9,4.25
7/11/2020,5:45,9,4.5
7/11/2020,5:45,9.1,4.5
7/11/2020,5:45,9,4.75
7/11/2020,7:45,8.8,4
7/11/2020,7:45,9.1,4.42
7/11/2020,7:45,9,4.33
7/11/2020,11:45,9,3.83
7/11/2020,15:45,8.8,3.75
7/11/2020,15:45,9,3.92
7/11/2020,17:45,9,3.92
7/11/2020,17:45,8.6,3.83
7/11/2020,17:45,10.2,4
7/11/2020,19:45,9,4
7/11/2020,19:45,8.8,4.5
7/11/2020,19:45,9.1,4.83
7/12/2020,13:45,9.3,5.08
7/12/2020,17:45,9.2,3.5
7/12/2020,19:45,9,4.5
7/12/2020,21:45,8.8,4.67
7/12/2020,21:45,8.8,5.25
7/12/2020,21:45,8.8,4.08
7/12/2020,23:45,9,4.33
7/12/2020,23:45,9,4.75
7/12/2020,23:45,8.7,4.67
6/7/2020,5:45,9.1,5.08
6/7/2020,7:45,9.4,4.75
6/7/2020,7:45,9.3,3.5
6/7/2020,9:45,9.4,3.5
6/7/2020,9:45,9.4,4.08
6/7/2020,9:45,9.6,3.33
6/7/2020,13:45,8.3,2.83
6/7/2020,13:45,8.5,2.58
6/7/2020,13:45,8.6,2.75
6/7/2020,17:35,8.9,4.33
6/7/2020,17:35,9,4.67
6/7/2020,21:45,9.1,4.42
6/7/2020,21:45,9.2,4.58
6/7/2020,23:45,9,4.42
6/7/2020,23:45,9.5,4.42
6/8/2020,1:45,9.1,4.08
6/8/2020,1:45,9.4,3.33
6/8/2020,1:45,9.9,4
6/8/2020,5:45,9.4,4.08
6/8/2020,7:45,9.7,5.58
6/8/2020,9:45,9.8,6.33
6/8/2020,9:45,9.4,6.33
6/8/2020,9:45,9.5,6.42
6/8/2020,11:45,9.6,3.5
6/8/2020,11:45,9.3,5.67
6/8/2020,13:45,9.5,4.08
6/8/2020,13:45,9.3,5.17
6/8/2020,13:45,9.8,5.75
6/8/2020,15:45,9.6,5.58
6/8/2020,17:45,9.6,4.67
6/8/2020,19:45,9.3,3.92
6/8/2020,21:45,9.4,4.17
6/8/2020,21:45,9.3,4.42
6/8/2020,21:45,9.4,4.92
6/8/2020,23:45,9.3,3.58
6/8/2020,23:45,9.3,3.5
6/9/2020,1:45,9.1,3.92
6/9/2020,3:45,9.7,4.08
6/9/2020,5:45,9.4,3.92
6/9/2020,5:45,9.3,4.42
6/9/2020,7:45,9.6,4.92
5/23/2020,15:45,9.3,4.08
5/23/2020,19:45,9.2,3.92
5/23/2020,19:45,9.1,4.08
5/23/2020,23:45,8.8,6.25
5/23/2020,23:45,8.7,5.5
5/24/2020,3:45,8.8,4.33
5/24/2020,3:45,8.7,4.42
5/24/2020,5:45,9.2,3.67
5/24/2020,9:45,8.9,4.92
5/24/2020,11:45,9.1,5.5
5/24/2020,13:45,9.4,3.92
5/24/2020,13:45,9.3,3.58
5/24/2020,13:45,9.2,3.75
5/24/2020,15:45,9.2,3.83
5/24/2020,17:45,9.2,3.42
5/24/2020,17:45,8.8,4.08
5/24/2020,19:45,8.8,4.17
5/24/2020,19:45,8.8,3.58
5/24/2020,19:45,8.9,3.92
5/24/2020,21:45,9.3,5.17
5/24/2020,21:45,9.2,5.75
5/24/2020,23:45,9.2,4
5/24/2020,23:45,8.9,3.83
5/24/2020,23:45,8.9,3.92
5/25/2020,1:45,9.2,5
5/25/2020,1:45,9.3,5.42
5/25/2020,1:45,8.9,5.5
5/25/2020,3:45,9.8,5.33
5/25/2020,3:45,9.4,5.17
5/25/2020,5:45,9.3,5.42
5/25/2020,5:45,9.1,4.83
5/25/2020,7:45,9.2,4.92
5/25/2020,7:45,9,5.67
5/25/2020,7:45,9.3,4.92
5/25/2020,7:45,9.3,5.17
5/25/2020,10:15,8.9,6.67
5/25/2020,11:45,9,5.42
5/25/2020,11:45,9,5.58
5/25/2020,11:45,8.8,5.83
5/25/2020,15:45,8.4,4.33
5/25/2020,15:45,8.5,4.67
7/13/2020,1:45,9,3.83
7/13/2020,3:45,9,4
7/13/2020,5:45,9.1,4.67
7/13/2020,5:45,9.4,4.75
7/13/2020,7:45,8.9,5
7/13/2020,7:45,9.2,5.17
7/13/2020,11:45,9.4,4.67
7/13/2020,11:45,9.3,5.08
7/13/2020,11:45,9.5,5.83
7/13/2020,21:45,9,3.92
7/13/2020,23:45,8.4,2.58
7/13/2020,23:45,8.7,3.33
7/14/2020,1:45,9,5
7/14/2020,1:45,8.8,5.67
7/14/2020,3:45,9,6.5
7/14/2020,7:45,8.9,3.42
7/14/2020,9:45,8.8,5.17
7/14/2020,9:45,9,4.17
7/14/2020,9:45,9.2,5.67
7/14/2020,11:45,9.1,4.67
7/14/2020,13:45,9,4.42
7/14/2020,13:45,9.2,4.08
7/14/2020,13:45,9.1,4.08
7/14/2020,19:45,9.1,4.33
7/14/2020,21:45,8.6,3.17
7/14/2020,21:45,8.6,3.08
7/14/2020,23:45,8.9,3.58
7/14/2020,23:45,8.7,3.58
7/14/2020,23:45,8.8,3.67
7/15/2020,1:45,9.1,5.67
7/15/2020,3:45,8.9,4.58
7/15/2020,5:45,9.2,5
7/15/2020,5:45,9.3,4.25
7/15/2020,7:45,9.1,4.75
7/15/2020,7:45,9,4.25
7/15/2020,11:45,8.7,4
7/15/2020,11:45,8.6,3.83
7/15/2020,11:45,8.6,4.25
7/15/2020,13:45,9.2,3.58
7/15/2020,15:45,9,3.92
6/9/2020,7:45,9.6,4.75
6/9/2020,9:45,9.2,3.67
6/9/2020,9:45,9.3,4
6/9/2020,11:45,9.5,3.33
6/9/2020,11:45,9.6,3.25
6/9/2020,13:45,9.3,4.5
6/9/2020,13:45,9.6,4.33
6/9/2020,23:45,9.2,4.42
6/10/2020,1:45,9.7,5.92
6/10/2020,1:45,9.6,6.08
6/10/2020,3:45,9.2,4.25
6/10/2020,3:45,9.6,4.42
6/10/2020,3:45,9.4,4.58
6/10/2020,7:45,9.9,5.33
6/10/2020,11:45,9,4.58
6/10/2020,11:45,8.9,4
6/10/2020,13:45,9.2,3.5
6/10/2020,13:45,9.2,3.5
6/10/2020,13:45,9.2,3.08
6/10/2020,21:45,9.8,5.08
6/10/2020,21:45,9,3.25
6/11/2020,7:45,9.1,4.67
6/11/2020,7:45,9.2,5.33
6/11/2020,7:45,9.2,5.5
6/11/2020,1:45,9.1,5.25
6/11/2020,1:45,9,5
6/11/2020,1:45,9.1,5
6/11/2020,3:45,9.2,4.5
6/10/2020,23:45,9.4,4.08
6/10/2020,23:45,9.4,4.5
6/10/2020,23:45,9.7,4.33
6/11/2020,11:45,9.6,4.67
6/11/2020,11:45,9.3,4.75
6/11/2020,11:45,9.4,4.75
6/11/2020,13:45,9.6,5.83
6/11/2020,13:45,9.2,6
6/11/2020,13:45,9.5,5.25
6/11/2020,17:45,9.2,3.42
6/11/2020,19:45,9.5,5.5
6/11/2020,21:45,9.2,4.42
6/11/2020,21:45,9.6,4.08
5/25/2020,17:45,9.3,5.08
5/25/2020,17:45,9.4,4.42
5/25/2020,21:45,9.1,3.75
5/25/2020,23:45,8.8,2.83
5/25/2020,23:45,9,3.17
5/25/2020,23:45,8.7,3.58
5/26/2020,3:45,9.1,4.67
5/26/2020,5:45,9.3,4.58
5/26/2020,5:45,9,3.42
5/26/2020,5:45,9.3,4.42
5/26/2020,7:45,8.9,3.25
5/26/2020,7:45,9.4,3.5
5/26/2020,7:45,9,3.5
5/26/2020,11:45,10.4,5.58
5/26/2020,11:45,9.5,5.5
5/26/2020,15:45,9.1,3.92
5/26/2020,17:45,8.9,4.75
5/26/2020,19:45,9.3,5.33
5/26/2020,19:45,9.2,4.33
5/26/2020,21:45,9.5,3.83
5/27/2020,1:45,9.3,4.42
5/27/2020,5:45,9,6
5/27/2020,7:45,9.8,3.92
5/27/2020,7:45,9.2,3.75
5/27/2020,11:45,8.6,
5/27/2020,11:45,8.6,3.08
5/27/2020,11:45,8.8,3
5/27/2020,13:45,8.8,2.75
5/27/2020,13:45,8.9,3
5/27/2020,13:45,9,3
5/27/2020,15:50,9,3.33
5/27/2020,15:50,9.1,3.75
5/27/2020,19:45,8.7,3.67
5/27/2020,19:45,9.3,4.42
5/27/2020,21:45,9.3,4.17
5/27/2020,21:45,9.1,4.67
5/28/2020,3:45,9.3,3.83
5/28/2020,3:45,9.4,5.08
5/28/2020,5:45,9.4,4.92
5/28/2020,5:45,9.3,4.08
5/28/2020,5:45,9.3,6.5
3/9/2020,3:45,9.2,7.42
3/9/2020,3:45,9,5.5
3/9/2020,5:45,8.8,3.25
3/9/2020,5:45,8.9,3.33
3/9/2020,7:45,9,4.75
3/9/2020,9:45,8.8,4.75
3/9/2020,9:45,8.9,4.42
3/9/2020,11:45,9.2,5.92
3/9/2020,11:45,9.7,6.5
3/9/2020,11:45,10,6.5
3/9/2020,13:45,9,5.25
3/9/2020,13:45,9.1,4.58
3/9/2020,15:45,9,5.08
3/9/2020,15:45,9,4.08
3/9/2020,17:45,8.6,4.83
3/9/2020,19:45,8.6,2.92
3/10/2020,3:45,8.5,3.42
3/10/2020,7:45,9.2,5.17
3/10/2020,7:45,8.7,4.58
3/10/2020,7:45,9,4.83
3/10/2020,9:45,9.6,5.08
3/10/2020,9:45,9.3,4.75
3/10/2020,11:45,8.7,4.58
3/10/2020,11:45,8.7,4.5
3/10/2020,15:45,8.7,3.92
3/10/2020,19:45,9.4,5
3/10/2020,19:45,9.2,6.67
3/10/2020,21:45,8.6,1.83
3/10/2020,21:45,9,2.58
3/11/2020,1:45,8.6,3.17
3/11/2020,11:45,9,4.67
3/11/2020,11:45,9.3,4
3/11/2020,11:45,8.8,4.67
3/11/2020,13:45,8.8,5.08
3/11/2020,13:45,9,5.08
3/11/2020,15:45,9,4.42
3/11/2020,15:45,9,4.5
3/11/2020,21:45,9,4.5
3/12/2020,7:45,8.7,4.08
3/12/2020,7:45,9,5.08
3/12/2020,7:45,8.5,4.58
6/11/2020,23:45,9.3,6.42
6/11/2020,23:45,9.5,6.58
6/12/2020,1:45,9.7,5.33
6/12/2020,1:45,9.6,5.67
6/12/2020,1:45,9.5,5.5
6/12/2020,3:45,9.4,6.25
6/12/2020,5:45,9.4,6.42
6/12/2020,5:45,9.6,7.33
6/12/2020,7:45,9,4.67
6/12/2020,7:45,9.1,4.83
6/12/2020,9:35,,
6/12/2020,11:45,9.7,6.42
6/12/2020,11:45,9.4,6
6/12/2020,11:45,9.4,6.75
6/12/2020,13:45,9.4,4.5
6/12/2020,13:45,9,6.08
6/12/2020,15:45,9.4,7.33
6/12/2020,19:45,9.4,4.5
6/12/2020,21:45,9.5,4.92
6/12/2020,21:45,9.5,5.25
6/12/2020,21:45,9.4,5.17
6/12/2020,23:45,9.2,5.17
6/12/2020,23:45,9.1,4.92
6/13/2020,1:45,9.6,6.92
6/13/2020,3:45,9.5,6.42
6/13/2020,5:45,9.6,5.5
6/13/2020,5:45,9.4,5.83
6/13/2020,9:45,9.4,5.83
6/13/2020,13:45,9.5,6.5
6/13/2020,15:45,9.4,5.08
6/13/2020,15:45,9.4,4.83
6/13/2020,15:45,,
6/13/2020,17:45,9.6,7.33
6/13/2020,21:45,9,4.42
6/13/2020,21:45,9.1,3.83
6/13/2020,21:45,8.7,4.42
6/13/2020,23:45,9.4,6.33
6/13/2020,23:45,9.7,4.75
6/14/2020,1:45,9.6,4.75
6/14/2020,1:45,9.4,5
5/28/2020,7:45,9.5,3.58
5/28/2020,7:45,8.8,4.08
5/28/2020,9:45,9.2,3.83
5/28/2020,11:45,9,3.5
5/28/2020,15:45,8.6,4
5/28/2020,15:45,8.6,3.75
5/28/2020,21:45,9.2,3.33
5/28/2020,21:45,9.1,2.92
5/28/2020,23:45,8.8,4.33
5/28/2020,23:45,9.2,4
5/29/2020,3:45,9.2,4.25
5/29/2020,5:45,9.4,4.08
5/29/2020,5:45,9.2,4.75
5/29/2020,5:45,9.4,4.5
5/29/2020,7:45,9.2,3.92
5/29/2020,7:45,8.9,3.08
5/29/2020,7:45,8.8,3.75
5/29/2020,9:45,8.9,2.75
5/29/2020,11:45,8.8,3.67
5/29/2020,11:45,9,3.67
5/29/2020,11:45,9.2,4.08
5/29/2020,13:45,9.1,5
5/29/2020,17:45,8.8,2.33
5/29/2020,19:45,8.6,2.58
5/29/2020,21:45,9.1,3.33
5/29/2020,21:45,9.1,3.08
5/29/2020,23:45,9.1,3.08
5/29/2020,23:45,8.9,2.83
5/29/2020,23:45,8.9,4.5
5/30/2020,1:45,8.2,2.42
5/30/2020,3:45,9.3,3.92
5/30/2020,7:45,8.6,2.83
5/30/2020,7:45,8.5,2.75
5/30/2020,7:45,9,3.08
5/30/2020,9:45,9.3,4.08
5/30/2020,9:45,9,3.25
5/30/2020,11:45,9,4.33
5/30/2020,11:45,9,4.67
5/30/2020,11:45,9,4.08
5/30/2020,15:45,9.2,4.67
6/14/2020,1:45,9.6,5.25
6/14/2020,5:45,9.6,4.83
6/14/2020,7:45,9.6,5
6/14/2020,7:45,9,5.5
6/14/2020,9:45,9.4,4.67
6/14/2020,9:45,9.7,5
6/14/2020,9:45,9.6,5.17
6/14/2020,11:45,9.5,4.17
6/14/2020,13:30,,
6/14/2020,13:45,9,3.5
6/14/2020,13:45,9.3,4
6/14/2020,13:45,9.4,3.5
6/14/2020,13:45,9.5,4.25
6/14/2020,21:45,8.8,4.58
6/14/2020,23:45,10.1,6.75
6/14/2020,23:45,9.1,6.75
6/15/2020,1:45,9.2,3.92
6/15/2020,1:45,9.3,3.75
6/15/2020,3:45,9.4,6.67
6/15/2020,5:45,9.2,4.42
6/15/2020,7:45,9.5,5
6/15/2020,7:45,9.4,5.83
6/15/2020,9:45,9.2,4.92
6/15/2020,11:45,9.1,4.5
6/15/2020,13:45,9.4,4.58
6/15/2020,13:45,9.5,5.5
6/15/2020,15:45,9.1,5.5
6/15/2020,21:45,9.2,6
6/15/2020,23:45,8.5,4.42
6/15/2020,23:45,9.1,4.17
6/16/2020,1:45,9,3.42
6/16/2020,1:45,9.1,4.58
6/16/2020,3:45,9,4.67
6/16/2020,3:45,8.7,4.67
6/16/2020,3:45,9.1,4.25
6/16/2020,5:45,8.8,4.25
6/16/2020,7:45,9.1,4.17
6/16/2020,7:45,8.7,4.67
6/16/2020,9:45,9,4.5
6/16/2020,9:45,8.9,5.33
6/16/2020,13:45,9.5,4.42
7/15/2020,15:45,8.9,4.33
7/15/2020,17:45,8.2,3.08
7/15/2020,17:45,8.3,2.42
7/15/2020,19:45,9.1,3.92
7/15/2020,19:45,8.9,3.92
7/15/2020,21:45,9.2,3.17
7/15/2020,21:45,8.8,4.08
7/15/2020,21:45,8.8,3.25
7/15/2020,23:45,9,3.5
7/16/2020,1:45,9.3,3.17
7/16/2020,3:45,9.1,3.92
7/16/2020,3:45,8.9,4.58
7/16/2020,5:45,8.5,3.17
7/16/2020,9:45,8.7,4.5
7/16/2020,9:45,8.5,3.92
7/16/2020,9:45,8.6,3.67
7/16/2020,13:45,9.3,2.58
7/16/2020,13:45,9.2,2.75
7/16/2020,19:45,8.6,2.33
7/16/2020,21:45,8.6,3
7/16/2020,21:45,8.5,2.42
7/16/2020,23:45,8.9,5.5
7/16/2020,23:45,8.9,4.75
7/17/2020,1:45,9.4,4.42
7/17/2020,1:45,9.2,3.33
7/17/2020,3:45,9,4.33
7/17/2020,5:45,8.6,3
7/17/2020,7:45,8.6,3.08
7/17/2020,7:45,8.6,2.83
7/17/2020,9:45,9.9,2.25
7/17/2020,11:45,8.8,3.17
7/17/2020,11:45,9,3.25
7/17/2020,13:45,9,3.08
7/17/2020,13:45,9.1,3
7/17/2020,13:45,8.9,3.75
7/17/2020,15:45,8.6,3.42
7/17/2020,17:45,8.8,4
7/17/2020,19:45,9,4.17
7/17/2020,21:45,8.8,4.42
7/17/2020,21:45,8.9,4.42
7/17/2020,23:45,9,4
3/12/2020,11:45,8.5,4.17
3/12/2020,11:45,8.6,3.75
3/12/2020,11:45,8.9,6.67
3/12/2020,15:45,8.9,5
3/13/2020,3:45,8.8,3.83
3/13/2020,3:45,9,3.42
3/13/2020,7:45,8.9,5.5
3/13/2020,7:45,9.1,5.92
3/13/2020,15:45,9,5
3/13/2020,19:45,8.7,4.25
3/13/2020,23:45,9,5.33
3/14/2020,1:45,8.8,4.08
3/14/2020,1:45,8.5,3.67
3/14/2020,3:45,8.6,3.33
3/14/2020,7:45,8.9,4.25
3/14/2020,7:45,8.6,4.25
3/14/2020,7:45,8.8,3.67
3/14/2020,11:45,8.6,3.08
3/14/2020,11:45,8.6,3.58
3/14/2020,15:45,8.7,2.83
3/14/2020,15:45,9.2,3.17
3/14/2020,19:45,8.8,3.17
3/14/2020,21:45,8.9,4.17
3/14/2020,21:45,9,4.75
3/14/2020,21:45,8.5,3.58
3/14/2020,23:45,8.7,4.08
3/15/2020,1:45,8.7,3.5
3/15/2020,1:45,8.4,4.58
3/15/2020,3:45,9.2,3.58
3/15/2020,3:45,8.8,3.92
3/15/2020,3:45,8.8,3.5
3/15/2020,19:45,9,4.42
3/15/2020,23:45,9.3,3.08
3/15/2020,23:45,9,3.33
3/15/2020,23:45,8.8,3.67
3/16/2020,1:45,8.4,2.92
3/16/2020,1:45,8.5,4.5
3/16/2020,3:45,8.5,3
3/16/2020,9:45,8.9,4.17
3/16/2020,9:45,9.6,4.75
3/16/2020,21:45,8.8,2.67
5/30/2020,19:45,8.8,3.08
5/30/2020,19:45,8.8,2.67
5/30/2020,19:45,8.4,2.17
5/30/2020,21:45,9.3,4.92
5/30/2020,23:45,9.2,4.67
5/30/2020,23:45,9.6,4
5/31/2020,1:45,9.7,4.92
5/31/2020,1:45,9.9,5
5/31/2020,3:45,9.4,5
5/31/2020,3:45,9.5,4.33
5/31/2020,3:45,9.4,4.25
5/31/2020,7:45,8.8,4.25
5/31/2020,7:45,8.7,4.42
5/31/2020,9:45,9.2,5.92
5/31/2020,9:45,9.7,4.75
5/31/2020,9:45,9.3,5.67
5/31/2020,11:45,9.4,2.75
5/31/2020,13:45,9.4,4.08
5/31/2020,15:45,8.9,3.83
5/31/2020,19:45,9.1,3.75
5/31/2020,21:45,9.1,4.17
5/31/2020,21:45,9.3,4.42
5/31/2020,21:45,9.1,4.25
5/31/2020,23:45,9.2,5.42
6/1/2020,3:45,9.6,6.42
6/1/2020,3:45,10.5,7.33
6/1/2020,5:45,9.4,4.25
6/1/2020,5:45,9.7,4.75
6/1/2020,5:45,9.8,4.58
6/1/2020,7:45,9.5,3.83
6/1/2020,13:45,8.7,2.92
6/1/2020,15:45,9.1,4.33
6/1/2020,17:45,9,4.5
6/1/2020,17:45,9.7,6
6/1/2020,19:45,9.3,6
6/1/2020,19:45,9.1,4.67
6/1/2020,19:45,9.5,4.92
6/1/2020,21:45,9.3,5.58
6/1/2020,21:45,9.8,7
6/1/2020,21:45,9.6,7.33
6/1/2020,21:45,9.8,4.83
3/16/2020,21:45,9.1,2.67
3/16/2020,23:45,8.6,3.08
3/16/2020,23:45,8.7,3.83
3/17/2020,1:45,8.9,4.17
3/17/2020,3:45,8.5,3.17
3/17/2020,3:45,8.7,3.5
3/17/2020,7:45,9,3.83
3/17/2020,7:45,9,3.83
3/17/2020,7:45,9.3,3.75
3/17/2020,7:45,9.3,3.92
3/17/2020,13:45,9.9,6
3/17/2020,13:45,9.4,4.92
3/17/2020,13:45,9.1,5.25
3/17/2020,21:45,9.1,2.75
3/18/2020,1:45,8.7,2.67
3/18/2020,3:45,8.9,4.33
3/18/2020,3:45,9.1,4
3/18/2020,9:45,9.2,4.25
3/18/2020,9:45,9.7,4.83
3/18/2020,19:45,8.4,2.33
3/18/2020,19:45,8.9,2.5
3/18/2020,21:45,9.2,2.92
3/18/2020,21:45,8.8,3.33
3/18/2020,21:45,8.8,2.67
3/18/2020,23:45,9.4,5.25
3/19/2020,1:45,8.7,3.5
3/19/2020,3:45,9.1,4.58
3/19/2020,3:45,9,5
3/19/2020,7:45,8.5,3.33
3/19/2020,7:45,8.7,4
3/19/2020,9:45,9.3,4.33
3/19/2020,9:45,9.1,4.92
3/19/2020,9:45,9,3.92
3/19/2020,11:45,8.7,3.25
3/19/2020,11:45,8.5,3.33
3/19/2020,11:45,8.9,3.08
3/19/2020,13:45,9.2,3.83
3/19/2020,13:45,9.5,3.5
3/19/2020,19:45,9.1,3.92
3/19/2020,19:45,9,4.58
3/19/2020,23:45,9.1,5
3/19/2020,23:45,9.4,4.17
7/17/2020,23:45,9.2,4.5
7/17/2020,23:45,8.8,3.83
7/18/2020,1:45,9.3,3.83
7/18/2020,3:45,9,4.08
7/18/2020,5:45,8.8,4.08
7/18/2020,5:45,8.8,3.5
7/18/2020,7:45,8.6,3.33
7/18/2020,7:45,9.1,3.75
7/18/2020,7:45,8.7,2.83
7/18/2020,9:45,9.1,3.58
7/18/2020,9:45,9,3.42
7/18/2020,9:45,9.6,3.33
7/18/2020,11:45,9.2,5.33
7/18/2020,13:45,9.1,4.08
7/18/2020,13:45,9,4
7/18/2020,15:45,8.8,2.83
7/18/2020,15:45,8.7,3.17
7/18/2020,17:45,8.5,4.75
7/18/2020,19:45,9.4,4
7/18/2020,21:45,9.5,3.17
7/18/2020,23:45,8.9,4.5
7/18/2020,23:45,8.3,4.25
7/19/2020,1:45,9,4.25
7/19/2020,1:45,9.1,3.67
7/19/2020,5:45,9.5,4.58
7/19/2020,7:45,9.2,4.75
7/19/2020,7:45,8.9,4.75
7/19/2020,7:45,8.6,6.5
7/19/2020,11:45,9.4,3.83
7/19/2020,11:45,9.2,4.42
7/19/2020,13:45,9,3.42
7/19/2020,13:45,8.9,4.25
7/19/2020,13:45,9.1,3.75
7/19/2020,15:45,9,3.58
7/19/2020,17:45,9,2.58
7/19/2020,19:45,8.9,3.42
7/19/2020,21:45,9.1,2.5
7/19/2020,21:45,9.1,2.5
7/19/2020,23:45,9.2,4.67
7/20/2020,3:45,9.6,4.42
6/16/2020,13:45,9,4.67
6/16/2020,15:45,9,4.58
6/16/2020,15:45,9.1,4.5
6/16/2020,17:45,8.8,3.92
6/16/2020,17:45,9,3.75
6/16/2020,19:45,9.1,3.17
6/16/2020,19:45,9.1,3.5
6/16/2020,21:45,8.7,3.92
6/16/2020,21:45,8.8,4.08
6/16/2020,21:45,8.7,4.08
6/17/2020,3:45,9.2,4.42
6/17/2020,3:45,9.3,4.75
6/17/2020,5:45,9.1,4.17
6/17/2020,5:45,9.4,3.67
6/17/2020,5:45,8.8,4.17
6/17/2020,7:45,8.6,3.58
6/17/2020,7:45,9,3.33
6/17/2020,7:45,8.8,4
6/17/2020,9:45,8.9,5.08
6/17/2020,15:45,9,5.17
6/17/2020,15:45,8.8,4.33
6/17/2020,15:45,8.8,4.58
6/17/2020,17:45,9.1,3.83
6/17/2020,17:45,8.8,4.58
6/17/2020,17:45,9.3,5.17
6/17/2020,19:45,9,4.17
6/17/2020,19:45,8.8,4.25
6/17/2020,19:45,8.9,3.5
6/18/2020,1:45,8.9,4.33
6/18/2020,3:45,8.6,3.08
6/18/2020,3:45,8.6,2.83
6/18/2020,3:45,8.9,3.17
6/18/2020,9:45,8.5,6.08
6/18/2020,9:45,8.7,4.83
6/18/2020,17:45,8.9,3.42
6/18/2020,19:45,9.8,3.33
6/18/2020,19:45,9.6,4.5
6/18/2020,21:45,9.4,4.75
6/18/2020,21:45,9.2,5
6/18/2020,21:45,9.3,5.5
6/18/2020,23:45,8.5,3
6/1/2020,23:45,9.3,3.92
6/1/2020,23:45,8.9,3.75
6/1/2020,23:45,9.4,3.83
6/2/2020,1:45,9.2,4.83
6/2/2020,1:45,9,5.08
6/2/2020,3:45,9.5,4.25
6/2/2020,3:45,9.9,4.67
6/2/2020,3:45,9.6,4.17
6/2/2020,9:45,9.4,4.17
6/2/2020,9:45,8.8,4.83
6/2/2020,11:45,9.1,3.25
6/2/2020,13:45,9.3,3.25
6/2/2020,13:45,8.9,3.58
6/2/2020,13:45,8.9,4
6/2/2020,15:45,9.2,3.75
6/2/2020,15:45,9.3,4.42
6/2/2020,15:45,9.1,4.58
6/2/2020,17:45,9.7,5.83
6/2/2020,17:45,9.3,6.58
6/2/2020,19:45,9.2,3.33
6/2/2020,21:45,9.7,4.17
6/2/2020,21:45,9,3.92
6/2/2020,21:45,9.7,4.5
6/3/2020,1:45,9.2,4.58
6/3/2020,1:45,9.4,5.33
6/3/2020,1:45,9.5,4.58
6/3/2020,3:45,9.4,3
6/3/2020,3:45,9.3,3.25
6/3/2020,5:45,9.2,3.33
6/3/2020,5:45,9.5,3.58
6/3/2020,5:45,9.5,3.33
6/3/2020,7:45,9.2,4.08
6/3/2020,9:45,9.2,3.42
6/3/2020,9:45,9.3,4.58
6/3/2020,11:45,10.2,5.67
6/3/2020,13:45,9.8,4.58
6/3/2020,13:45,9.7,3.58
6/3/2020,13:45,9.4,4
6/3/2020,17:45,9.1,4.08
6/3/2020,17:45,9.2,4.58
6/3/2020,19:45,8.8,2.92
6/3/2020,19:45,8.7,3.08
7/20/2020,5:45,9.2,3.08
7/20/2020,5:45,9.3,3.42
7/20/2020,5:45,9,3.08
7/20/2020,7:45,8.4,3.17
7/20/2020,7:45,8.7,2.75
7/20/2020,7:45,9,2.83
7/20/2020,9:45,9,3.92
7/20/2020,11:45,9.2,3.83
7/20/2020,11:45,9.2,3.67
7/20/2020,11:45,9.1,4.25
7/20/2020,13:45,9.1,3.92
7/20/2020,15:45,9,3.25
7/20/2020,17:45,9.5,3.83
7/20/2020,19:45,9.1,3.83
7/20/2020,21:45,9,3.58
7/20/2020,21:45,9.3,3.58
7/20/2020,23:45,8.7,4.5
7/20/2020,23:45,8.9,4.92
7/21/2020,1:45,9.2,3.58
7/21/2020,3:45,8.9,4.33
7/21/2020,5:45,9.2,4.17
7/21/2020,5:45,9.2,4.08
7/21/2020,7:45,9.4,4.67
7/21/2020,7:45,9.1,4.58
7/21/2020,7:45,9.5,4.5
7/21/2020,11:45,8.7,4
7/21/2020,11:45,8.8,4.17
7/21/2020,11:45,9,4.83
7/21/2020,15:45,9,7
7/21/2020,15:45,9,5.58
7/21/2020,17:45,8.8,3.83
7/21/2020,17:45,8.9,3.67
7/21/2020,17:45,8.8,3.42
7/21/2020,19:45,8.9,4.08
7/21/2020,19:45,8.9,4.17
7/21/2020,21:45,8.7,3.33
7/21/2020,21:45,9,3.08
7/21/2020,21:45,9.1,3.67
7/22/2020,3:45,9.6,4.67
7/22/2020,5:45,9.3,4.17
6/18/2020,23:45,8.5,3
6/18/2020,23:45,8.7,3.25
6/19/2020,1:45,9.4,4.42
6/19/2020,1:45,9,4.67
6/19/2020,1:45,9.1,4.92
6/19/2020,3:45,9.3,3.42
6/19/2020,9:45,9,4.58
6/19/2020,11:45,8.6,3.67
6/19/2020,11:45,9.3,3.67
6/19/2020,11:45,9.2,3.83
6/19/2020,13:45,8.3,2.92
6/19/2020,13:45,8.4,2.92
6/19/2020,13:45,8.3,2.75
6/19/2020,15:45,8.5,3.58
6/20/2020,1:45,8.9,4.17
6/20/2020,3:45,8.9,3
6/20/2020,5:45,8.9,4.33
