Date,Time,MC%,Drop
12/29/2019,17:45,9.4,3.42
12/29/2019,17:45,9.5,3.83
12/29/2019,19:45,9.2,4.75
12/29/2019,19:45,9.6,4.58
12/29/2019,21:45,9.3,4.33
12/29/2019,23:45,9.3,3.5
12/29/2019,23:45,9.7,4.17
12/29/2019,23:45,9.3,4.33
12/30/2019,1:45,10.1,4.42
12/30/2019,1:45,9.7,4.33
12/30/2019,3:45,9.7,4.17
12/30/2019,3:45,9.5,3.67
12/30/2019,3:45,9.2,3.5
12/30/2019,5:45,9.4,4.83
12/30/2019,5:45,9.6,5.33
12/30/2019,11:45,9.2,3.58
12/30/2019,11:45,9.4,3.17
12/30/2019,13:45,9.5,3.25
12/30/2019,13:45,9.2,3.67
12/30/2019,13:45,9.1,3.58
12/30/2019,17:45,9.1,4.25
12/30/2019,17:45,9,4.08
12/30/2019,17:45,9,3.92
12/30/2019,19:45,9.4,4.5
2/29/2020,7:45,,
2/29/2020,11:45,9,3.83
2/29/2020,11:45,8.9,3.5
2/29/2020,11:45,9,3.42
2/29/2020,15:45,8.7,3.08
2/29/2020,17:45,9,5.75
2/29/2020,19:45,9.1,4.83
2/29/2020,19:45,9,5.25
2/29/2020,21:45,8.9,4.17
2/29/2020,21:45,8.9,3.83
2/29/2020,23:45,9.2,4.5
2/29/2020,23:45,8.9,4
2/29/2020,23:45,9,2.58
3/1/2020,3:45,9,3.92
3/1/2020,3:45,8.7,3.75
3/1/2020,5:45,9.1,4.08
3/1/2020,5:45,8.9,3.92
3/1/2020,5:45,8.9,4.17
3/1/2020,5:45,9.1,4.67
3/1/2020,7:45,8.5,3.92
3/1/2020,7:45,8.5,3.92
3/1/2020,9:45,9.2,5.58
3/1/2020,11:45,9.1,5.17
3/1/2020,11:45,9.2,4.5
3/1/2020,13:45,8.6,3.25
3/1/2020,15:45,8.8,5.42
3/1/2020,15:45,8.6,5.33
3/1/2020,17:45,8.7,5.58
3/1/2020,17:45,8.9,4.92
3/1/2020,19:45,8.5,3.75
3/1/2020,19:45,9,4.67
3/1/2020,19:45,9.1,3.83
3/2/2020,1:45,9.2,4.5
3/2/2020,3:45,9.1,4.83
3/2/2020,3:45,9.1,4.5
3/2/2020,3:45,9.3,5
3/2/2020,9:45,8.7,3.92
3/2/2020,9:45,9.2,4.08
3/2/2020,13:45,8.8,4.67
3/2/2020,15:45,8.8,6.17
3/2/2020,15:45,9,5.75
2/16/2020,5:45,9.2,4.83
2/16/2020,7:45,8.7,4.33
2/16/2020,7:45,,
2/16/2020,11:45,9,5.42
2/16/2020,11:45,9.1,6.08
2/16/2020,11:45,8.8,5.5
2/16/2020,13:45,9.2,5.92
2/16/2020,13:45,8.9,6
2/16/2020,15:45,8.4,4.08
2/16/2020,17:45,9.1,4.33
2/16/2020,17:45,9.2,5.25
2/16/2020,19:45,9.1,4.33
2/16/2020,21:45,9.4,6.58
2/16/2020,21:45,9.3,5.42
2/16/2020,21:45,9.6,5.33
2/16/2020,23:45,9.1,4.75
2/16/2020,23:45,9.2,5.08
2/17/2020,1:45,9.1,4.17
2/17/2020,3:45,8.7,2.83
2/17/2020,5:45,9,5.08
2/17/2020,5:45,9,5.92
2/17/2020,5:45,8.9,6.08
2/17/2020,9:45,9.2,3.5
2/17/2020,11:45,8.8,2.33
2/17/2020,11:45,8.6,2
2/17/2020,13:45,9,2.67
2/17/2020,13:45,9.2,2.42
2/17/2020,15:45,9.2,3.42
2/17/2020,17:45,9.5,3.58
2/17/2020,17:45,9.6,3.5
2/17/2020,19:45,9.6,3.42
2/17/2020,19:45,9.2,2.92
2/17/2020,23:45,9,3.08
2/17/2020,23:45,9.7,3.25
2/18/2020,1:45,9.6,4.42
2/18/2020,5:45,9.1,3.92
2/18/2020,7:45,9.4,3.83
2/18/2020,7:45,9,4.5
2/18/2020,9:45,9.1,3.83
2/18/2020,9:45,,
2/18/2020,11:45,9,3.92
12/30/2019,19:45,9.7,5
12/30/2019,19:45,9.6,4.67
12/30/2019,23:45,9.6,4.75
12/30/2019,23:45,9.6,4.17
12/30/2019,23:45,9.6,4.42
12/31/2019,1:45,9.2,4.42
12/31/2019,1:45,9.8,4.33
12/31/2019,3:45,9.7,7.17
12/31/2019,11:45,9.2,3.42
12/31/2019,11:45,9,3
12/31/2019,11:45,9.4,3.67
12/31/2019,15:45,9.4,4.08
12/31/2019,15:45,9.7,4
12/31/2019,15:45,9.5,3.75
12/31/2019,17:45,9.4,4
12/31/2019,19:45,9.4,4.17
12/31/2019,21:45,9.7,4.5
12/31/2019,21:45,9.6,3.92
1/1/2020,7:45,9.3,5.17
1/1/2020,7:45,9.2,3.83
1/1/2020,7:45,9.5,5.5
1/1/2020,9:45,9.6,5.58
1/1/2020,11:45,9,3.58
1/1/2020,15:45,9.3,4.08
1/1/2020,15:45,9.1,3.92
1/1/2020,21:45,9.2,3.92
1/1/2020,21:45,9.2,4
1/1/2020,21:45,9.9,4.25
1/3/2020,17:45,9.4,5.75
1/3/2020,19:45,9.6,4.33
1/3/2020,19:45,9.3,3.83
1/3/2020,21:45,9.4,5.08
1/4/2020,1:45,9.6,5
1/4/2020,3:45,9.7,6.67
1/4/2020,3:45,9.5,7.33
1/4/2020,5:45,9.4,7.5
1/4/2020,5:45,9.3,6.42
1/4/2020,5:45,9.5,6.08
1/4/2020,23:45,9.2,4.33
1/5/2020,1:45,9.4,5.33
4/20/2020,3:45,9.1,5.42
4/20/2020,5:45,9.5,6.17
4/20/2020,5:45,9.6,5.67
4/20/2020,5:45,9.3,6.92
4/20/2020,9:45,9,4.17
4/20/2020,9:45,8.6,4
4/20/2020,11:45,9.2,4.92
4/20/2020,11:45,8.9,4.75
4/20/2020,13:45,8.8,3.67
4/20/2020,15:45,9.1,4.83
4/20/2020,15:45,8.8,4.67
4/20/2020,17:45,9,4
4/20/2020,19:45,9.4,4.17
4/20/2020,19:45,9.5,3.92
4/20/2020,21:45,9.1,5.5
4/20/2020,21:45,9.2,4.58
4/20/2020,21:45,9.2,4.83
4/20/2020,23:45,8.8,3.92
4/20/2020,23:45,8.8,3.92
5/2/2020,15:45,8.4,3.42
5/3/2020,1:45,9.1,2.42
5/3/2020,3:30,8.5,3.83
5/3/2020,3:30,8.4,3.25
5/3/2020,5:45,8.9,2.83
5/3/2020,7:45,8.9,1.67
5/3/2020,7:45,9,2.5
5/3/2020,7:45,8.9,2.5
5/3/2020,9:45,8.9,2.67
5/3/2020,9:45,8.7,2.67
5/3/2020,13:45,9,3.25
5/3/2020,13:45,9.1,3.67
5/3/2020,19:45,8.9,4.83
5/3/2020,19:45,9.4,4.67
5/3/2020,21:45,9.2,4.67
5/3/2020,21:45,9.4,4.42
5/3/2020,23:45,9.2,4.33
5/3/2020,23:45,9.1,3.75
5/4/2020,3:45,8.7,3.08
5/4/2020,5:45,9.3,4.33
5/4/2020,5:45,9.1,4.33
5/4/2020,5:45,9.2,4.92
3/2/2020,15:45,9.2,5.75
3/2/2020,17:45,9.1,4.25
3/2/2020,19:45,8.9,3.33
3/2/2020,19:45,8.8,4.08
3/2/2020,19:45,9.1,3.75
3/2/2020,23:45,9.3,4.5
3/2/2020,23:45,9.2,5.75
3/3/2020,1:45,9.2,5.5
3/3/2020,1:45,9.4,4.92
3/3/2020,3:45,8.8,3.92
3/3/2020,5:45,9.2,5.08
3/3/2020,7:45,8.9,3.58
3/3/2020,7:45,8.5,3.58
3/3/2020,9:45,8.6,3.33
3/3/2020,9:45,9,3.67
3/3/2020,9:45,8.7,4.08
3/3/2020,13:45,9,5.92
3/3/2020,13:45,9.1,5.33
3/3/2020,15:45,8.8,4.58
3/3/2020,21:45,8.9,3.67
3/3/2020,21:45,8.9,4.25
3/3/2020,23:45,8.8,3.33
3/3/2020,23:45,8.7,3.25
3/4/2020,1:45,9,4.08
3/4/2020,1:45,9.3,4.58
3/4/2020,1:45,8.8,4.25
3/4/2020,3:45,9,4.17
3/4/2020,5:45,8.8,3.58
3/4/2020,7:45,8.8,3.92
3/4/2020,7:45,8.6,4
3/4/2020,9:45,9.4,4.67
3/4/2020,11:45,9.2,4.92
3/4/2020,15:45,8.7,4.5
3/4/2020,15:45,8.5,4.08
3/4/2020,15:45,8.7,3.83
3/4/2020,17:45,9.1,4.83
3/4/2020,17:45,9,4.67
3/4/2020,19:45,8.8,3.83
3/4/2020,19:45,9.1,4.67
3/4/2020,19:45,8.9,5.5
1/5/2020,3:45,9.2,2.67
1/5/2020,3:45,9.3,2.58
1/5/2020,5:45,9.4,3.33
1/5/2020,7:45,9,4.5
1/5/2020,7:45,9.2,4.58
1/6/2020,9:45,9.8,4.33
1/6/2020,21:45,9.4,4.25
1/7/2020,1:45,10,5.92
1/7/2020,1:45,9.8,5.67
1/7/2020,1:45,10,5.58
1/7/2020,7:45,9,5.08
1/8/2020,1:45,9.3,3.92
1/8/2020,3:45,9.1,5.17
1/8/2020,3:45,9.2,5.42
1/8/2020,3:45,8.9,5.17
1/8/2020,7:45,9.2,4.67
1/8/2020,7:45,9,4.83
1/8/2020,7:45,8.8,4.25
1/8/2020,23:45,8.5,5.33
1/8/2020,23:45,8.9,5.17
1/9/2020,7:45,9.3,5.83
1/9/2020,9:45,9,4.42
1/9/2020,9:45,9.6,4.42
1/9/2020,9:45,9.1,3.92
1/9/2020,11:45,9.3,3
1/9/2020,11:45,9.1,3.5
1/9/2020,15:45,9.2,3.33
1/9/2020,15:45,8.8,3.5
1/9/2020,15:45,8.9,3.5
1/9/2020,19:45,9.3,3.33
1/9/2020,19:45,9.2,3.83
1/9/2020,19:45,9,3.92
1/9/2020,21:45,9.3,3.5
1/9/2020,21:45,9.2,3.75
1/9/2020,21:45,8.8,4.25
1/9/2020,23:45,9.2,4.08
1/10/2020,1:45,8.8,4.83
1/10/2020,1:45,9.2,4.5
1/10/2020,3:45,9.6,3.92
2/18/2020,11:45,8.9,3.75
2/18/2020,13:45,9.2,4.42
2/18/2020,15:45,9.1,3.58
2/18/2020,23:45,8.8,3.17
2/19/2020,1:45,8.8,3.42
2/19/2020,1:45,8.9,3.92
2/19/2020,1:45,8.6,3.17
2/19/2020,3:45,9.2,4.42
2/19/2020,3:45,8.6,4.83
2/19/2020,5:45,9.1,2.92
2/19/2020,5:45,9.3,3.5
2/19/2020,5:45,9.5,3.17
2/19/2020,7:45,8.7,3.42
2/19/2020,7:45,9,3.58
2/19/2020,9:45,,
2/19/2020,13:45,9.2,3.75
2/19/2020,15:45,9,5.75
2/19/2020,17:45,9.2,5.33
2/19/2020,17:45,9.2,4.33
2/19/2020,19:45,9.1,5.08
2/19/2020,19:45,8.8,5
2/19/2020,21:45,8.8,5.42
2/19/2020,21:45,8.9,5.33
2/19/2020,21:45,9.2,5.25
2/19/2020,23:45,8.9,4.42
2/19/2020,23:45,8.8,4.08
2/20/2020,1:45,8.8,3.5
2/20/2020,1:45,8.8,4.83
2/20/2020,3:45,8.9,4.58
2/20/2020,5:45,9.1,3.5
2/20/2020,5:45,9.3,3.58
2/20/2020,5:45,9.1,4.42
2/20/2020,7:45,8.9,4.17
2/20/2020,7:45,8.7,4.08
2/20/2020,7:45,8.9,4
2/20/2020,9:45,8.8,2.42
2/20/2020,9:45,8.7,2.67
2/20/2020,9:45,8.7,2.33
2/20/2020,11:40,,
2/20/2020,11:40,,
2/20/2020,13:45,9,2.83
5/4/2020,7:45,9.3,4.83
5/4/2020,7:45,9.1,4.25
5/4/2020,7:45,9.1,4.58
5/4/2020,15:45,9.3,5
5/4/2020,15:45,10,5.75
5/4/2020,17:45,9.9,10.42
5/4/2020,17:45,10.2,11.17
5/4/2020,17:45,10,11.58
5/4/2020,19:45,9.5,7.33
5/4/2020,19:45,11.2,7
5/4/2020,21:45,9.7,5.25
5/4/2020,21:45,10.1,6.17
5/4/2020,21:45,9.6,4.58
5/4/2020,23:45,8.7,3
5/5/2020,3:45,9.1,5.33
5/5/2020,3:45,9.2,4.92
5/5/2020,5:45,9.4,6
5/5/2020,5:45,9.5,5.83
5/5/2020,5:45,9.6,6.67
5/5/2020,7:45,9,3.92
5/5/2020,9:45,9.4,3.75
5/5/2020,9:45,9.3,4.33
5/5/2020,11:45,9.4,3.67
5/5/2020,13:45,9.4,4.67
5/5/2020,15:45,9,2.5
5/5/2020,15:45,9,2.92
5/5/2020,17:45,9.1,4.67
5/5/2020,17:45,9,4.5
5/5/2020,17:45,9.4,6.17
5/5/2020,19:45,9.5,5.25
5/5/2020,21:45,9,3.42
5/5/2020,23:45,9.7,4.17
5/5/2020,23:45,9.3,5.08
5/6/2020,1:45,8.6,3.83
5/6/2020,1:45,8.5,3.58
5/6/2020,3:45,8.9,3.5
5/6/2020,3:45,9.1,3.5
5/6/2020,3:45,9,3.83
5/6/2020,7:45,8.7,4.08
5/6/2020,7:45,,
1/10/2020,3:45,9.2,4.08
1/10/2020,3:45,9.6,4.33
1/10/2020,5:45,9.5,4.83
1/10/2020,5:45,9.4,4.92
1/10/2020,7:45,9.5,4.83
1/10/2020,7:45,9.4,5.25
1/10/2020,9:45,9.1,3.58
1/10/2020,11:45,9.1,4.75
1/10/2020,17:45,9.2,4.5
1/10/2020,17:45,9.3,3.33
1/10/2020,23:45,9.1,3.67
1/10/2020,23:45,9,3.58
1/11/2020,1:45,9,4.33
1/11/2020,1:45,9.3,4.17
1/11/2020,1:45,9.4,4.42
1/11/2020,3:45,9,3.5
1/11/2020,5:45,9.5,4.67
1/11/2020,7:45,9.3,3.5
1/11/2020,7:45,9.4,3.08
1/11/2020,9:45,9.3,4.33
1/11/2020,11:45,9.5,3.42
1/11/2020,11:45,9.3,4.17
1/11/2020,15:45,9.5,5.25
1/11/2020,15:45,9.6,4.17
1/11/2020,15:45,9.1,4.5
1/11/2020,17:45,9.4,5.08
1/11/2020,21:45,8.9,5.75
1/11/2020,21:45,8.9,5.92
1/11/2020,21:45,9.1,5.17
1/11/2020,23:45,9.3,4.17
1/12/2020,1:45,9.2,4.83
1/12/2020,1:45,9.2,4.25
1/12/2020,1:45,9.1,4.33
1/12/2020,3:45,9,4.08
1/12/2020,7:45,9.3,4.08
1/12/2020,7:45,9.1,3.58
1/12/2020,7:45,8.9,3.58
1/12/2020,9:45,9.3,3.83
1/12/2020,9:45,9.1,3.42
1/12/2020,11:45,9.3,4.83
3/5/2020,1:45,9.2,4.08
3/5/2020,3:45,9.4,6.58
3/5/2020,3:45,9.8,7.08
3/5/2020,5:45,9.5,7.17
3/5/2020,5:45,9.6,7.58
3/5/2020,5:45,9.7,7.58
3/5/2020,7:45,8.7,2.67
3/5/2020,11:45,,
3/5/2020,13:45,9,4.75
3/5/2020,13:45,8.9,5.08
3/5/2020,15:45,9,4.33
3/5/2020,21:45,9.2,3.67
3/5/2020,21:45,8.8,4.08
3/5/2020,23:45,9.3,4
3/5/2020,23:45,8.7,3.42
3/6/2020,1:45,9,4.92
3/6/2020,1:45,9.3,5.25
3/6/2020,5:45,9,3.92
3/6/2020,5:45,8.6,3.75
3/6/2020,7:45,9.1,5.08
3/6/2020,7:45,8.8,3.83
3/6/2020,17:45,8.7,4.08
3/6/2020,19:45,8.9,4.25
3/6/2020,21:45,9.5,4.5
3/6/2020,21:45,9.1,5.67
3/6/2020,21:45,8.9,3.5
3/6/2020,23:45,9.1,5.25
3/6/2020,23:45,9.1,4.83
3/6/2020,23:45,8.9,4.75
3/7/2020,3:45,8.9,5.25
3/7/2020,5:45,8.8,4.67
3/7/2020,5:45,9.1,4.17
3/7/2020,7:45,8.9,4.75
3/7/2020,7:45,8.9,5.92
3/7/2020,7:45,8.9,5.75
3/7/2020,15:45,9.2,4.92
3/7/2020,17:45,9.3,4.75
3/7/2020,17:45,9.3,5.17
3/7/2020,19:45,9.1,4.58
3/7/2020,19:45,9.1,4.67
2/20/2020,13:45,8.7,3.33
2/20/2020,15:45,8.9,3.17
2/20/2020,17:45,9,3.33
2/20/2020,17:45,9,3.75
2/20/2020,19:45,9.3,4.08
2/20/2020,21:45,9,3.75
2/20/2020,21:45,9,3.58
2/20/2020,21:45,9.1,3.58
2/20/2020,23:45,9.1,4.75
2/20/2020,23:45,9,4.25
2/20/2020,23:45,8.8,3.58
2/21/2020,1:45,9,5.42
2/21/2020,1:45,9.2,4.92
2/21/2020,3:45,9.1,5.25
2/21/2020,7:45,9,5.33
2/21/2020,7:45,8.9,5
2/21/2020,7:45,8.9,4.5
2/21/2020,9:45,9.1,4.75
2/21/2020,9:45,9,4.08
2/21/2020,9:45,9,4.75
2/21/2020,11:45,9.4,4.42
2/21/2020,13:45,9.3,3.42
2/21/2020,13:45,9.1,3.17
2/21/2020,17:45,9.1,4.5
2/21/2020,17:45,9,3.92
2/21/2020,17:45,9,4.83
2/21/2020,21:45,9.3,3.5
2/21/2020,21:45,9.4,3.58
2/22/2020,1:45,9.2,5.33
2/22/2020,5:45,9.6,5.67
2/22/2020,5:45,9.3,6.17
2/22/2020,9:45,9.7,4.67
2/22/2020,17:45,9.2,4.25
2/23/2020,1:45,9.1,3.58
2/23/2020,3:45,9.3,5.33
2/23/2020,3:45,9.3,4.92
2/23/2020,5:45,9.4,4.17
2/23/2020,7:45,10.3,6
2/23/2020,9:45,9.3,4.58
2/23/2020,9:45,9.3,4.5
2/23/2020,13:45,9.2,3.58
1/12/2020,11:45,9.8,4.92
1/12/2020,15:45,8.7,4.25
1/12/2020,17:45,9.1,3.33
1/12/2020,21:45,9.4,5.5
1/12/2020,21:45,9.7,4.83
1/12/2020,21:45,9.1,5
1/12/2020,23:45,9,4.67
1/12/2020,23:45,8.8,4.25
1/13/2020,3:45,9.1,4.08
1/13/2020,5:45,8.7,4.25
1/13/2020,7:45,9,4.58
1/13/2020,7:45,9.3,5.25
1/13/2020,9:45,9.8,4.42
1/13/2020,9:45,9.4,4.08
1/13/2020,9:45,9.7,4.33
1/13/2020,13:45,9.3,4.5
1/13/2020,15:15,8.9,3.5
1/13/2020,15:15,8.8,2.92
1/13/2020,15:15,8.9,2.5
1/13/2020,17:45,9,3.92
1/13/2020,19:45,9.1,3.42
1/13/2020,21:45,9.2,4.33
1/13/2020,21:45,9.2,4.33
1/13/2020,23:45,9.2,4.25
1/14/2020,1:45,9.2,4.67
1/14/2020,11:45,9.6,3.92
1/14/2020,13:45,9.1,4.25
1/14/2020,13:45,,
1/14/2020,13:45,,
1/14/2020,15:45,8.8,3
1/14/2020,15:45,9.2,3
1/14/2020,17:45,9.1,3.33
1/14/2020,19:45,9.1,5
1/14/2020,19:45,9,4.92
1/14/2020,21:45,9.6,5
1/14/2020,21:45,8.9,5
1/15/2020,1:45,9.6,4.5
1/15/2020,3:45,9.2,4.17
1/15/2020,7:45,9.1,4.08
1/15/2020,7:45,8.6,3.83
3/7/2020,21:45,8.6,4.08
3/8/2020,1:45,9.1,4.67
3/8/2020,3:45,8.4,3.83
3/8/2020,3:45,8.7,4.08
3/8/2020,3:45,8.7,4.08
3/8/2020,5:45,8.9,4.17
3/8/2020,5:45,8.9,4.92
3/8/2020,7:45,9,5.17
3/8/2020,9:45,9.9,5.67
3/8/2020,9:45,9.3,6.33
3/8/2020,13:45,9.2,4.25
3/8/2020,15:45,9.2,4.17
3/8/2020,15:45,9,5.33
3/8/2020,17:45,9,4.58
3/8/2020,17:45,8.7,4.5
3/8/2020,17:45,9,4.17
3/8/2020,19:45,8.9,6.08
3/8/2020,19:45,9.2,5.5
3/8/2020,19:45,8.6,5.42
3/9/2020,1:45,8.8,4.58
3/9/2020,3:45,9.1,6.5
3/9/2020,3:45,9.2,6.67
3/9/2020,5:45,8.8,3.17
3/9/2020,5:45,8.7,3
3/9/2020,5:45,8.7,3.33
3/9/2020,9:45,8.6,4.42
3/9/2020,9:45,8.8,4.42
3/9/2020,9:45,8.8,4.08
3/9/2020,13:45,8.9,5
3/9/2020,15:45,9,4.08
3/9/2020,15:45,9.1,4
3/9/2020,15:45,9,4.75
3/9/2020,17:45,8.8,4.25
3/9/2020,21:45,9,3.83
3/9/2020,23:45,9.5,7.75
3/10/2020,1:45,9.1,6.25
3/10/2020,1:45,8.9,6.08
3/10/2020,1:45,9,6.67
3/10/2020,7:45,8.8,5.08
3/10/2020,7:45,9.1,4.42
3/10/2020,9:45,9.5,5.33
3/10/2020,9:45,9.2,4.92
5/6/2020,9:45,9.3,4
5/6/2020,9:45,9.2,4
5/6/2020,9:45,9.1,3.75
5/6/2020,11:45,9.4,3.83
5/6/2020,11:45,9.2,3.67
5/6/2020,13:45,9,3.75
5/6/2020,13:45,9,4.83
5/6/2020,13:45,8.7,4.5
5/6/2020,15:45,9,5
5/6/2020,17:45,9.1,5.25
5/6/2020,19:45,9.2,3.25
5/6/2020,21:45,9.2,4.5
5/6/2020,21:45,9.7,4.75
5/6/2020,21:45,9.7,4.67
5/6/2020,23:45,9.3,3.83
5/6/2020,23:45,9.3,4.33
5/6/2020,23:45,9.1,4
5/7/2020,1:45,9.3,5
5/7/2020,1:45,9.5,5
5/7/2020,1:45,9.3,4.75
5/7/2020,3:45,9.4,5.83
5/7/2020,5:45,9.3,5.33
5/7/2020,5:45,9.2,5.42
5/7/2020,7:45,9.7,5.58
5/7/2020,7:45,9.6,6.67
5/7/2020,7:45,9.5,5.67
5/7/2020,9:50,,
5/7/2020,11:45,9.6,7
5/7/2020,11:45,9.4,6.08
5/7/2020,15:45,9.4,4
5/7/2020,15:45,9.2,3.75
5/7/2020,17:45,9.1,4.25
5/7/2020,17:45,9.5,4.67
5/7/2020,17:45,9.3,4.17
5/7/2020,19:45,9.1,3.5
5/7/2020,19:45,9.2,4.25
5/7/2020,19:45,9.7,4.17
5/8/2020,1:45,9.7,4.75
5/8/2020,3:45,9,3.08
5/8/2020,3:45,9.1,3.67
5/8/2020,5:45,9.5,4.58
3/10/2020,11:45,8.4,4.75
3/10/2020,13:45,8.9,4.33
3/10/2020,13:45,9.1,3.92
3/10/2020,13:45,8.9,4.25
3/10/2020,19:45,9.6,5.58
3/10/2020,19:45,9,5.75
3/10/2020,21:45,8.3,2.25
3/10/2020,21:45,8.9,3.25
3/10/2020,21:45,9,2.83
3/10/2020,23:45,8.5,3.25
3/10/2020,23:45,8.6,3.42
3/10/2020,23:45,8.7,3.58
3/11/2020,3:45,9.5,6
3/11/2020,3:45,9.4,5.42
3/11/2020,3:45,8.8,5.58
3/11/2020,9:45,9,4.33
3/11/2020,9:45,9.4,5.83
3/11/2020,11:45,8.9,3.92
3/11/2020,13:45,8.7,5.5
3/11/2020,15:45,9,5.33
3/11/2020,15:45,9.1,3.83
3/11/2020,15:45,8.6,4.67
3/11/2020,21:45,8.8,3.5
3/11/2020,21:45,8.8,3.83
3/11/2020,21:45,9,4.25
3/12/2020,7:45,9,3.75
3/12/2020,7:45,8.5,4.08
3/12/2020,7:55,,
3/12/2020,11:45,9,3.75
3/12/2020,11:45,8.6,3.58
3/12/2020,15:45,8.6,5
3/12/2020,15:45,9,4.08
3/12/2020,15:45,8.6,4.5
3/12/2020,19:45,8.5,3.5
3/12/2020,19:45,8.8,4.17
3/12/2020,19:45,9,3.92
3/12/2020,23:45,8.5,4.42
3/12/2020,23:45,8.6,4.17
3/13/2020,3:45,8.5,3.67
3/13/2020,7:45,9.3,6.08
3/13/2020,7:45,8.7,4.08
3/13/2020,7:45,9.1,4.92
1/15/2020,9:45,8.9,4.42
1/15/2020,9:45,9.1,4.42
1/15/2020,9:45,9,4.33
1/15/2020,13:45,9,4.33
1/15/2020,15:45,9.4,5.08
1/15/2020,15:45,9.3,4.75
1/15/2020,15:45,9,4.75
1/15/2020,19:45,9.5,4.25
1/15/2020,21:45,9.2,5.83
1/15/2020,21:45,9.4,5.5
1/15/2020,21:45,9.1,5.25
1/15/2020,23:45,9,3.83
1/16/2020,3:45,9,4
1/16/2020,3:45,8.7,4.25
1/16/2020,5:45,9.1,4.42
1/16/2020,7:45,9.2,3.92
1/16/2020,7:45,,
1/16/2020,9:45,9.4,5.17
1/16/2020,11:45,9.4,3.67
1/16/2020,15:45,9,4.67
1/16/2020,15:45,9,4.67
1/16/2020,17:45,9.4,4.08
1/16/2020,17:45,9,4
1/16/2020,21:45,9.1,5.92
1/16/2020,21:45,9.3,5.17
1/16/2020,21:45,8.9,6.08
1/16/2020,23:45,9.6,7.67
1/16/2020,23:45,9.1,6.92
1/17/2020,1:45,9.5,5.92
1/17/2020,1:45,9.3,6.25
1/17/2020,1:45,9.2,5.67
1/17/2020,3:45,8.8,3.92
1/17/2020,3:45,9,4.83
1/17/2020,5:45,9.4,3.33
1/17/2020,5:45,9.1,3.08
1/17/2020,5:45,9.1,3.58
1/17/2020,7:45,9.5,4.08
1/17/2020,9:45,9.5,4.25
1/17/2020,9:45,9.7,5.75
1/17/2020,9:45,9.3,4.17
1/17/2020,9:50,,
5/8/2020,9:45,9.9,3.17
5/8/2020,9:45,9.7,4.33
5/8/2020,13:45,8.9,3.5
5/8/2020,13:45,8.8,3.42
5/8/2020,17:45,9.2,3.25
5/8/2020,17:45,8.4,3.17
5/9/2020,1:45,9.1,3.67
5/9/2020,3:45,8.5,3
5/9/2020,5:45,9.6,3.83
5/9/2020,7:45,9,3.42
5/9/2020,9:45,9.1,3.75
5/9/2020,9:45,9.3,3.75
5/9/2020,9:45,9.3,4
5/9/2020,11:45,8.7,3.58
5/9/2020,11:45,8.5,3.17
5/9/2020,13:45,9.2,4.42
5/9/2020,13:45,9,4.83
5/9/2020,13:45,9,4.5
5/9/2020,16:00,9.7,9.17
5/9/2020,17:45,9.6,5.83
5/9/2020,17:45,9.6,5.67
5/9/2020,17:45,9.6,6.58
5/9/2020,19:45,10.7,16.5
5/9/2020,19:45,10.2,18.08
5/9/2020,21:45,9.2,5.83
5/9/2020,21:45,9.2,5.83
5/9/2020,21:45,9.2,6.67
5/9/2020,23:45,9.5,3.83
5/10/2020,3:45,9,3.92
5/10/2020,3:45,9.4,5.08
5/10/2020,5:45,9.4,4.42
5/10/2020,5:45,9.6,4.25
5/10/2020,5:45,9.5,4.83
5/10/2020,7:45,9.4,4.33
5/10/2020,7:45,9.3,3.08
5/10/2020,7:45,9.4,4.83
5/10/2020,9:45,9.1,3.58
5/10/2020,11:45,8.9,4.83
5/10/2020,11:45,9.2,4.42
5/10/2020,11:45,9.4,5.75
5/10/2020,15:45,8.8,4.67
3/13/2020,11:45,9,3.08
3/13/2020,11:45,8.8,2.92
3/13/2020,11:45,8.9,3.42
3/13/2020,15:45,9.1,4.92
3/13/2020,15:45,9.4,4.67
3/13/2020,21:45,9,3.75
3/13/2020,23:45,9.1,5.08
3/13/2020,23:45,8.8,5.33
3/14/2020,1:45,8.6,3.83
3/14/2020,1:45,8.5,4
3/14/2020,1:45,9,4.08
3/14/2020,7:45,8.6,4.25
3/14/2020,7:45,8.6,4.25
3/14/2020,11:45,8.6,3.67
3/14/2020,11:45,8.6,3.92
3/14/2020,11:45,8.6,3.42
3/14/2020,15:45,8.7,2.58
3/14/2020,19:45,8.8,3.25
3/14/2020,19:45,8.5,3.25
3/14/2020,19:45,8.2,3.08
3/15/2020,1:45,8.7,3.58
3/15/2020,3:45,8.8,3.5
3/15/2020,3:45,8.9,4.33
3/15/2020,9:45,8.4,2.58
3/15/2020,9:45,8.4,2.17
3/15/2020,9:45,8.7,3
3/15/2020,19:45,8.9,3.83
3/15/2020,21:45,8.6,4.08
3/15/2020,23:45,8.8,2.75
3/15/2020,23:45,9,5.17
3/16/2020,1:45,8.4,3.5
3/16/2020,1:45,8.4,3.33
3/16/2020,1:45,8.6,3.58
3/16/2020,9:45,8.4,4.5
3/16/2020,9:45,8.5,4.33
3/16/2020,19:45,9,5.42
3/16/2020,19:45,9,3.58
3/16/2020,19:45,9.4,5.33
3/16/2020,21:45,8.6,4.08
3/17/2020,1:45,8.8,3.83
3/17/2020,1:45,8.6,3.83
2/23/2020,15:45,8.8,4.92
